gubun,code,name
2,002290,삼일기업공사
2,002680,한탑
2,003100,선광
2,003310,대주산업
2,003670,포스코켐텍
2,003800,에이스침대
2,004590,한국가구
2,004650,창해에탄올
2,004780,대륙제관
2,005160,동국산업
2,005290,동진쎄미켐
2,005670,푸드웰
2,005710,대원산업
2,005860,한일사료
2,005990,매일유업
2,006050,국영지앤엠
2,006140,피제이전자
2,006580,대양제지
2,006730,서부T&D
2,006910,보성파워텍
2,006920,모헨즈
2,007330,푸른저축은행
2,007370,진양제약
2,007390,네이처셀
2,007530,영신금속
2,007720,대명코퍼레이션
2,007770,한일화학
2,007820,신흥기계
2,008290,원풍물산
2,008370,원풍
2,008470,부스타
2,008800,행남자기
2,008830,대동기어
2,009300,삼아제약
2,009520,포스코엠텍
2,009620,삼보산업
2,009730,코센
2,009780,엠에스씨
2,010170,대한광통신
2,010240,흥국
2,010280,쌍용정보통신
2,010470,오리콤
2,011040,경동제약
2,011080,우성I&C
2,011320,유니크
2,011370,서한
2,011560,세보엠이씨
2,012340,뉴인텍
2,012620,원일특강
2,012700,리드코프
2,012790,신일제약
2,012860,대동
2,013030,하이록코리아
2,013120,동원개발
2,013720,청보산업
2,013810,스페코
2,013990,아가방컴퍼니
2,014100,보령메디앙스
2,014190,원익큐브
2,014200,광림
2,014470,리홈쿠첸
2,014570,고려제약
2,014620,성광벤드
2,014940,오리엔탈정공
2,014970,삼륭물산
2,015710,코콤
2,015750,성우하이텍
2,016100,산성앨엔에스
2,016170,로엔
2,016250,이테크건설
2,016600,큐캐피탈
2,016670,포비스티앤씨
2,016920,카스
2,017000,신원종합개발
2,017250,인터엠
2,017480,삼현철강
2,017510,세명전기
2,017650,대림제지
2,017680,데코앤이
2,017890,한국알콜
2,018000,유니슨
2,018120,진로발효
2,018290,지엠피
2,018310,삼목에스폼
2,018620,우진비앤지
2,018680,서울제약
2,018700,바른손
2,019010,그랜드백화점
2,019210,와이지-원
2,019540,일지테크
2,019550,SBI인베스트먼트
2,019570,제미니투자
2,019590,엠벤처투자
2,019660,베리타스
2,019770,탑금속
2,019990,에너토크
2,020180,대신정보통신
2,020400,대동금속
2,020710,시공테크
2,021040,대호피앤씨
2,021045,대호피앤씨우
2,021080,에이티넘인베스트
2,021320,KCC건설
2,021650,한국큐빅
2,021880,씨엑스씨종합캐피탈
2,022100,포스코 ICT
2,022220,애강리메텍
2,023160,태광
2,023410,유진기업
2,023430,인테그레이티드에너지
2,023440,제일제강
2,023460,CNH
2,023600,삼보판지
2,023760,한국캐피탈
2,023770,플레이위드
2,023790,동일철강
2,023890,아트라스BX
2,023900,풍국주정
2,023910,대한약품
2,024060,흥구석유
2,024120,KB오토시스
2,024660,하림홀딩스
2,024740,한일단조
2,024800,유성티엔에스
2,024810,이화전기
2,024830,세원물산
2,024840,갑을메탈
2,024850,피에스엠씨
2,024880,케이피에프
2,024910,경창산업
2,024940,PN풍년
2,024950,삼천리자전거
2,025270,부산방직
2,025320,시노펙스
2,025440,대성엘텍
2,025550,한국선재
2,025770,한국정보통신
2,025870,신라에스지
2,025880,케이씨피드
2,025900,동화기업
2,025950,동신건설
2,025980,에머슨퍼시픽
2,026040,로만손
2,026150,특수건설
2,026180,현대정보기술
2,026260,보타바이오
2,026910,광진실업
2,026960,동서
2,027040,서울전자통신
2,027050,코리아나
2,027580,상보
2,027710,팜스토리
2,027830,대성창투
2,028040,파캔OPC
2,028080,휴맥스홀딩스
2,028150,GS홈쇼핑
2,028300,에이치엘비
2,029480,케이디씨
2,029960,코엔텍
2,030190,NICE평가정보
2,030270,가희
2,030350,드래곤플라이
2,030520,한글과컴퓨터
2,030530,원익IPS
2,030960,양지사
2,031310,아이즈비전
2,031330,에스에이엠티
2,031390,녹십자셀
2,031510,오스템
2,031860,에이모션
2,031980,피에스케이
2,032040,C&S자산관리
2,032080,아즈텍WB
2,032190,다우데이타
2,032280,삼일
2,032500,케이엠더블유
2,032540,TJ미디어
2,032580,피델릭스
2,032620,유비케어
2,032680,소프트센
2,032685,소프트센우
2,032750,삼진
2,032790,엠젠
2,032800,판타지오
2,032820,우리기술
2,032850,비트컴퓨터
2,032860,스틸앤리소시즈
2,032940,원익
2,032960,동일기연
2,032980,폴리비전
2,033050,제이엠아이
2,033100,제룡전기
2,033110,이디
2,033130,디지틀조선
2,033160,엠케이전자
2,033170,시그네틱스
2,033200,모아텍
2,033230,인성정보
2,033290,코웰패션
2,033310,디케이디앤아이
2,033320,제이씨현시스템
2,033340,좋은사람들
2,033430,한국자원투자개발
2,033500,동성화인텍
2,033540,파라텍
2,033560,블루콤
2,033600,이젠텍
2,033640,네패스
2,033790,서화정보통신
2,033830,티비씨
2,034230,파라다이스
2,034810,해성산업
2,034830,한국토지신탁
2,034940,조아제약
2,034950,한국기업평가
2,035080,인터파크홀딩스
2,035200,프럼파스트
2,035290,에듀박스
2,035460,기산텔레콤
2,035480,마제스타
2,035600,KG이니시스
2,035610,솔본
2,035620,바른손이앤에이
2,035720,다음카카오
2,035760,CJ오쇼핑
2,035810,이지바이오
2,035890,서희건설
2,035900,JYP Ent.
2,036000,예림당
2,036010,아비코전자
2,036030,KTH
2,036090,위지트
2,036120,서울신용평가
2,036170,씨티엘
2,036180,영인프런티어
2,036190,금화피에스시
2,036200,유니셈
2,036220,인포피아
2,036260,웰메이드예당
2,036420,제이콘텐트리
2,036480,대성미생물
2,036490,OCI머티리얼즈
2,036500,유원컴텍
2,036540,STS반도체
2,036560,영풍정밀
2,036620,버추얼텍
2,036630,세종텔레콤
2,036640,HRS
2,036670,KCI
2,036690,코맥스
2,036710,심텍홀딩스
2,036800,나이스정보통신
2,036810,에프에스티
2,036830,솔브레인
2,036890,진성티이씨
2,036930,주성엔지니어링
2,037070,파세코
2,037230,한국팩키지
2,037330,인지디스플레
2,037340,네오이녹스엔모크스
2,037350,성도이엔지
2,037370,EG
2,037400,우리조명
2,037440,희림
2,037460,삼지전자
2,037760,쎄니트
2,037950,엘컴텍
2,038010,제일테크노스
2,038060,루멘스
2,038070,서린바이오
2,038110,에코플라스틱
2,038290,마크로젠
2,038340,리젠
2,038390,레드캡투어
2,038460,바이오스마트
2,038500,동양시멘트
2,038530,코아크로스
2,038540,텍셀네트컴
2,038620,위즈코프
2,038680,에스넷
2,038870,에코에너지
2,038880,아이에이
2,038950,파인디지털
2,039010,현대통신
2,039020,이건창호
2,039030,이오테크닉스
2,039200,오스코텍
2,039230,솔브레인이엔지
2,039240,경남스틸
2,039290,인포뱅크
2,039310,세중
2,039340,한국경제TV
2,039420,케이엘넷
2,039440,에스티아이
2,039560,다산네트웍스
2,039610,화성
2,039670,스포츠서울
2,039740,한국정보공학
2,039790,위노바
2,039830,오로라
2,039840,디오
2,039860,나노엔텍
2,039980,리노스
2,040160,누리텔레콤
2,040300,YTN
2,040350,큐로컴
2,040420,정상제이엘에스
2,040610,SG&G
2,040910,아이씨디
2,041020,인프라웨어
2,041140,넥슨지티
2,041190,우리기술투자
2,041440,에버다임
2,041460,한국전자인증
2,041510,에스엠
2,041520,이라이콤
2,041590,젬백스테크놀러지
2,041830,인바디
2,041910,에스텍파마
2,041920,메디아나
2,041930,동아화성
2,041960,코미팜
2,042040,케이피엠테크
2,042110,에스씨디
2,042370,비츠로테크
2,042420,네오위즈홀딩스
2,042500,링네트
2,042510,라온시큐어
2,042520,한스바이오메드
2,042600,새로닉스
2,042940,르네코
2,043090,팜스웰바이오
2,043100,솔고바이오
2,043150,바텍
2,043200,파루
2,043220,위드윈네트웍
2,043260,성호전자
2,043290,케이맥
2,043340,에쎈테크
2,043360,디지아이
2,043370,평화정공
2,043580,에임하이
2,043590,크로바하이텍
2,043610,KT뮤직
2,043650,국순당
2,043710,로켓모바일
2,043910,자연과환경
2,044060,조광ILI
2,044180,케이디건설
2,044340,위닉스
2,044480,유니더스
2,044490,태웅
2,044780,에이치케이
2,044960,이-글 벳
2,045060,오공
2,045100,한양이엔지
2,045300,성우테크론
2,045340,토탈소프트
2,045390,대아티아이
2,045510,정원엔시스
2,045520,크린앤사이언스
2,045660,에이텍
2,045890,동부라이텍
2,045970,비에스이
2,046070,코다코
2,046110,한일네트웍스
2,046120,오르비텍
2,046140,SBS콘텐츠허브
2,046210,파나진
2,046310,백금T&A
2,046390,삼화네트웍스
2,046440,KG모빌리언스
2,046890,서울반도체
2,046940,우원개발
2,046970,우리로
2,047080,한빛소프트
2,047310,파워로직스
2,047440,레이젠
2,047560,이스트소프트
2,047770,코데즈컴바인
2,047820,초록뱀
2,048260,오스템임플란트
2,048410,현대아이비티
2,048430,유라테크
2,048470,대동스틸
2,048530,인트론바이오
2,048550,SM C&C
2,048770,TPC
2,048830,엔피케이
2,048870,코아로직
2,048910,대원미디어
2,049070,인탑스
2,049080,기가레인
2,049120,파인디앤씨
2,049180,셀루메드
2,049430,코메론
2,049470,SGA
2,049480,오픈베이스
2,049520,유아이엘
2,049550,잉크테크
2,049630,재영솔루텍
2,049720,고려신용정보
2,049830,승일
2,049950,미래컴퍼니
2,049960,쎌바이오텍
2,050090,휘닉스소재
2,050110,캠시스
2,050120,라이브플렉스
2,050320,아남정보기술
2,050540,엠피씨
2,050760,에스폴리텍
2,050860,아세아텍
2,050890,쏠리드
2,051160,지어소프트
2,051170,썬코어
2,051360,토비스
2,051370,인터플렉스
2,051380,피씨디렉트
2,051390,YW
2,051490,나라엠앤디
2,051500,CJ프레시웨이
2,051780,큐로홀딩스
2,051980,SNH
2,052020,에스티큐브
2,052190,소프트맥스
2,052220,iMBC
2,052260,바이오랜드
2,052270,우전앤한단
2,052290,트레이스
2,052300,SH 홀딩스
2,052330,코텍
2,052400,코나아이
2,052420,오성엘에스티
2,052460,아이크래프트
2,052600,한네트
2,052670,제일바이오
2,052710,아모텍
2,052770,와이디온라인
2,052790,액토즈소프트
2,052860,아이앤씨
2,052900,비아이이엠티
2,053030,바이넥스
2,053050,지에스이
2,053060,세동
2,053110,소리바다
2,053160,프리엠스
2,053260,금강철강
2,053270,구영테크
2,053280,예스24
2,053290,능률교육
2,053300,한국정보인증
2,053350,이니텍
2,053450,세코닉스
2,053590,한국테크놀로지
2,053610,프로텍
2,053620,태양
2,053660,현진소재
2,053700,삼보모터스
2,053800,안랩
2,053810,케이엘티
2,053870,GT&T
2,053950,경남제약
2,053980,오상자이엘
2,054040,한국컴퓨터
2,054050,농우바이오
2,054090,삼진엘앤디
2,054180,중앙오션
2,054210,이랜텍
2,054220,비츠로시스
2,054300,헤스본
2,054340,엔알케이
2,054410,케이피티
2,054450,텔레칩스
2,054540,삼영엠텍
2,054620,AP시스템
2,054630,에이디칩스
2,054670,대한뉴팜
2,054780,키이스트
2,054800,아이디스홀딩스
2,054920,소프트포럼
2,054930,유신
2,054940,엑사이엔씨
2,054950,제이브이엠
2,056000,코원
2,056080,유진로봇
2,056190,에스에프에이
2,056360,코위버
2,056700,신화인터텍
2,056730,아큐픽스
2,057030,YBM시사닷컴
2,057500,SKC 솔믹스
2,057540,옴니시스템
2,057680,옴니텔
2,057880,토필드
2,058220,아리온
2,058370,금성테크
2,058400,KNN
2,058420,제이웨이
2,058450,일야
2,058470,리노공업
2,058530,이큐스앤자루
2,058610,에스피지
2,058630,엠게임
2,058820,CMG제약
2,059090,미코
2,059100,아이컴포넌트
2,059120,아진엑스텍
2,059210,메타바이오메드
2,060150,인선이엔티
2,060230,이그잭스
2,060240,룽투코리아
2,060250,한국사이버결제
2,060260,뉴보텍
2,060280,큐렉소
2,060300,레드로버
2,060310,3S
2,060370,KT서브마린
2,060380,동양에스텍
2,060480,국일신동
2,060540,에스에이티
2,060560,홈센타
2,060570,아이리버
2,060590,씨티씨바이오
2,060720,KH바텍
2,060900,퍼시픽바이오
2,060910,프리젠
2,061040,알에프텍
2,061250,화일약품
2,061460,한진피앤씨
2,061970,엘비세미콘
2,062860,티엘아이
2,063080,게임빌
2,063170,서울옥션
2,063440,케이디미디어
2,063570,한국전자금융
2,064090,한양하이타오
2,064240,홈캐스트
2,064260,다날
2,064290,인텍플러스
2,064480,브리지텍
2,064520,바른전자
2,064550,바이오니아
2,064760,티씨케이
2,064800,필링크
2,064820,케이프
2,065060,지엔코
2,065130,탑엔지니어링
2,065150,MPK
2,065160,에프티이앤이
2,065170,넥스트BT
2,065270,플렉스컴
2,065350,신성델타테크
2,065420,에스아이리소스
2,065440,이루온
2,065450,빅텍
2,065500,오리엔트정공
2,065510,휴비츠
2,065530,전파기지국
2,065560,큐브스
2,065570,삼영이엔씨
2,065620,제낙스
2,065650,메디프론
2,065680,우주일렉트로
2,065690,대진디엠피
2,065710,서호전기
2,065770,CS
2,065940,케이에스씨비
2,065950,웰크론
2,066110,백산OPC
2,066130,하츠
2,066270,SK컴즈
2,066310,큐에스아이
2,066410,캔들미디어
2,066430,신후
2,066590,우수AMS
2,066620,국보디자인
2,066670,디스플레이텍
2,066700,테라젠이텍스
2,066790,씨씨에스
2,066900,디에이피
2,066910,손오공
2,066970,엘앤에프
2,066980,하이쎌
2,067000,조이시티
2,067010,이씨에스
2,067080,대화제약
2,067160,아프리카TV
2,067170,오텍
2,067280,크레듀
2,067290,JW중외신약
2,067310,하나마이크론
2,067390,아스트
2,067570,엔브이에이치코리아
2,067630,에너지솔루션
2,067730,로지시스
2,067770,세진티에스
2,067900,와이엔텍
2,067920,이글루시큐리티
2,067990,도이치모터스
2,068050,팬엔터테인먼트
2,068060,KCW
2,068150,엔티피아
2,068240,다원시스
2,068270,셀트리온
2,068330,일신바이오
2,068760,셀트리온제약
2,068790,DMS
2,068930,디지털대성
2,068940,아이씨케이
2,069080,웹젠
2,069110,코스온
2,069140,누리플랜
2,069330,유아이디
2,069410,엔텔스
2,069510,에스텍
2,069540,빛과전자
2,069920,아이에스이커머스
2,070300,솔라시아
2,070590,한솔인티큐브
2,071200,인피니트헬스케어
2,071280,로체시스템즈
2,071670,에이테크솔루션
2,071850,캐스텍코리아
2,072020,중앙백신
2,072470,우리산업홀딩스
2,072520,태양기전
2,072770,네오디안테크놀로지
2,072870,메가스터디
2,072950,빛샘전자
2,073010,케이에스피
2,073070,넥센테크
2,073110,엘엠에스
2,073190,디비케이
2,073490,이노와이어리스
2,073540,에프알텍
2,073570,에이티테크놀러지
2,073640,삼원테크
2,074150,엠제이비
2,074430,아미노로직스
2,074600,원익QnC
2,075130,플랜티넷
2,075970,동국알앤에스
2,076080,웰크론한텍
2,076610,해성옵틱스
2,077280,한컴지엠디
2,077360,덕산하이메탈
2,078020,이베스트투자증권
2,078070,유비쿼스
2,078130,국일제지
2,078140,대봉엘에스
2,078150,HB테크놀러지
2,078160,메디포스트
2,078340,컴투스
2,078350,한양디지텍
2,078590,두올산업
2,078600,대주전자재료
2,078650,코렌
2,078780,아이디에스
2,078860,포인트아이
2,078890,가온미디어
2,078940,일경산업개발
2,079000,와토스코리아
2,079170,한창산업
2,079190,EMW
2,079370,제우스
2,079650,서산
2,079810,디이엔티
2,079940,가비아
2,079950,LIG인베니아
2,079960,동양이엔피
2,079970,투비소프트
2,080000,에스엔유
2,080010,이상네트웍스
2,080160,모두투어
2,080220,제주반도체
2,080420,이노칩
2,080440,세진전자
2,080470,성창오토텍
2,080520,오디텍
2,080530,코디에스
2,080580,오킨스전자
2,081150,티플랙스
2,081580,성우전자
2,081970,한솔넥스지
2,082210,옵트론텍
2,082270,젬백스
2,082390,피엘에이
2,082660,삼우엠스
2,082800,루미마이크로
2,082850,우리이티아이
2,082920,비츠로셀
2,083310,엘오티베큠
2,083450,GST
2,083470,KJ프리텍
2,083550,케이엠
2,083640,인콘
2,083650,비에이치아이
2,083660,젠트로
2,083790,크리스탈
2,083930,아바코
2,084110,휴온스
2,084180,수성
2,084370,유진테크
2,084650,랩지노믹스
2,084730,팅크웨어
2,084990,바이로메드
2,085370,루트로닉
2,085660,차바이오텍
2,085670,뉴프렉스
2,085810,알티캐스트
2,085910,네오티스
2,086040,바이오톡스텍
2,086060,진바이오텍
2,086200,씨앤비텍
2,086250,화신테크
2,086390,유니테스트
2,086450,동국제약
2,086520,에코프로
2,086670,비엠티
2,086830,신양
2,086890,이수앱지스
2,086900,메디톡스
2,086960,MDS테크
2,086980,쇼박스
2,087010,펩트론
2,087220,스틸플라워
2,087600,픽셀플러스
2,087730,네패스신소재
2,088130,동아엘텍
2,088290,이원컴포텍
2,088390,이녹스
2,088800,에이스테크
2,088910,동우
2,089010,켐트로닉스
2,089030,테크윙
2,089140,넥스턴
2,089150,케이씨티
2,089230,용현BM
2,089530,에이티세미콘
2,089600,나스미디어
2,089790,제이티
2,089850,유비벨록스
2,089890,고려반도체
2,089980,상아프론테크
2,090150,광진윈텍
2,090360,로보스타
2,090410,덕신하우징
2,090460,비에이치
2,090470,AST젯텍
2,090710,디에스티로봇
2,090730,SIMPAC METALLOY
2,090740,연이정보통신
2,090850,이지웰페어
2,091120,이엠텍
2,091340,S&K폴리텍
2,091440,텔레필드
2,091580,상신이디피
2,091590,남화토건
2,091700,파트론
2,091970,나노캠텍
2,092040,아미코젠
2,092070,디엔에프
2,092130,이크레더블
2,092300,현우산업
2,092460,한라IMS
2,092600,넥스트칩
2,092730,네오팜
2,093190,빅솔론
2,093320,케이아이엔엑스
2,093380,풍강
2,093520,매커스
2,093640,다믈멀티미디어
2,093920,서원인텍
2,094170,동운아나텍
2,094190,이엘케이
2,094360,칩스앤미디어
2,094480,갤럭시아컴즈
2,094820,일진파워
2,094840,슈프리마
2,094850,참좋은레져
2,094860,코닉글로리
2,094940,푸른기술
2,094970,제이엠티
2,095190,이엠코리아
2,095270,웨이브일렉트로
2,095300,엔에스브이
2,095340,ISC
2,095500,미래나노텍
2,095610,테스
2,095660,네오위즈게임즈
2,095700,제넥신
2,095910,에스에너지
2,096040,이트론
2,096240,청담러닝
2,096350,대창솔루션
2,096530,씨젠
2,096610,알에프세미
2,096630,에스코넥
2,096640,멜파스
2,096690,세우테크
2,096870,엘디티
2,097520,엠씨넥스
2,097780,에스맥
2,097800,윈팩
2,097870,효성오앤비
2,098120,마이크로컨텍솔
2,098460,고영
2,098660,에스티오
2,099190,아이센스
2,099220,SDN
2,099320,쎄트렉아이
2,099410,동방선기
2,099440,스맥
2,099520,ITX시큐리티
2,099660,한솔신텍
2,099830,씨그널엔터테인먼트그
2,100030,모바일리더
2,100090,삼강엠앤티
2,100120,뷰웍스
2,100130,동국S&C
2,100660,서암기계공업
2,100700,세운메디칼
2,101000,디엠씨
2,101160,월덱스
2,101170,우림기계
2,101240,씨큐브
2,101330,모베이스
2,101390,아이엠
2,101400,네오피델리티
2,101490,에스앤에스텍
2,101670,코리아에스이
2,101680,한국정밀기계
2,101730,조이맥스
2,101930,인화정공
2,102120,어보브반도체
2,102210,해덕파워웨이
2,102710,이엔에프테크놀로지
2,102940,코오롱생명과학
2,103230,에스앤더블류
2,104040,대성파인텍
2,104200,네오위즈인터넷
2,104460,동양피엔에프
2,104480,티케이케미칼
2,104540,코렌텍
2,104830,원익머트리얼즈
2,105330,케이엔더블유
2,105550,트루윈
2,105740,디케이락
2,106080,하이소닉
2,106190,하이텍팜
2,106240,파인테크닉스
2,106520,디지탈옵틱
2,108230,톱텍
2,108320,실리콘웍스
2,108380,대양전기공업
2,108790,인터파크
2,108860,디오텍
2,109080,옵티시스
2,109740,디에스케이
2,109820,진매트릭스
2,109860,동일금속
2,109960,로코조이
2,111610,승화프리텍
2,111820,처음앤씨
2,111870,삼본정밀전자
2,112040,위메이드
2,112240,에스에프씨
2,113810,디젠스
2,114120,크루셜텍
2,114190,웰크론강원
2,114450,KPX생명과학
2,114570,지스마트글로벌
2,114630,우노앤컴퍼니
2,114810,아이원스
2,115160,휴맥스
2,115310,인포바인
2,115440,우리넷
2,115450,지트리비앤티
2,115480,씨유메디칼
2,115500,케이씨에스
2,115530,씨엔플러스
2,115570,스타플렉스
2,115610,이미지스
2,117670,알파칩스
2,119500,포메탈
2,119610,인터로조
2,119830,아이텍반도체
2,119850,지엔씨에너지
2,119860,다나와
2,120240,대정화금
2,121440,골프존유원홀딩스
2,121600,나노신소재
2,121800,티브이로직
2,121850,코이즈
2,121890,에스디시스템
2,122350,삼기오토모티브
2,122450,KMH
2,122690,서진오토모티브
2,122800,케이티롤
2,122870,와이지엔터테인먼트
2,122990,와이솔
2,123040,엠에스오토텍
2,123100,테라세미콘
2,123260,사파이어테크놀로지
2,123330,제닉
2,123410,코리아에프티
2,123420,선데이토즈
2,123570,이엠넷
2,123750,알톤스포츠
2,123840,한일진공
2,123860,아나패스
2,124500,아이티센
2,126600,코프라
2,126640,화신정공
2,126700,하이비젼시스템
2,126870,뉴로스
2,126880,제이엔케이히터
2,127120,디엔에이링크
2,127710,아시아경제
2,128660,피제이메탈
2,130500,금호엔티
2,130580,나이스디앤비
2,130740,티피씨글로벌
2,130960,CJ E&M
2,131030,디에이치피코리아
2,131090,시큐브
2,131100,리켐
2,131180,딜리
2,131220,대한과학
2,131290,티에스이
2,131370,알서포트
2,131390,피앤이솔루션
2,131400,액트
2,131760,파인텍
2,131970,테스나
2,134060,이퓨쳐
2,134580,디엠티
2,134780,화진
2,136480,하림
2,136510,쎄미시스코
2,136540,윈스
2,137400,피엔티
2,137940,넥스트아이
2,137950,제이씨케미칼
2,138070,신진에스엠
2,138080,오이솔루션
2,138360,에이씨티
2,138610,나이벡
2,138690,엘아이에스
2,139050,경봉
2,139670,넥스트리밍
2,140410,메지온
2,140520,대창스틸
2,141000,비아트론
2,141020,포티스
2,141070,맥스로텍
2,141080,레고켐바이오
2,142280,녹십자엠에스
2,143160,아이디스
2,143240,사람인에이치알
2,143540,영우디에스피
2,147830,제룡산업
2,149940,모다정보통신
2,149950,아바텍
2,149980,하이로닉
2,150840,인트로메딕
2,150900,파수닷컴
2,151860,KG ETS
2,151910,나노스
2,153460,네이블
2,153490,우리이앤엘
2,154040,솔루에타
2,155650,와이엠씨
2,155960,지디
2,158310,세호로보트
2,158380,삼목강업
2,159580,제로투세븐
2,159910,MBK
2,160550,NEW
2,160600,에스엔텍
2,160980,싸이맥스
2,161570,미동전자통신
2,166480,코아스템
2,168330,내츄럴엔도텍
2,170030,현대공업
2,170790,파이오링크
2,170920,엘티씨
2,171010,램테크놀러지
2,171120,라이온켐텍
2,173940,에프엔씨엔터
2,177350,베셀
2,177830,파버나인
2,178780,유테크
2,178920,SKC코오롱PI
2,182360,큐브엔터
2,182690,테라셈
2,184230,레드비씨
2,187220,디티앤씨
2,187270,신화콘텍
2,187420,제노포커스
2,187790,나노
2,189690,포시에스
2,189860,서전기전
2,189980,흥국에프엔비
2,191420,테고사이언스
2,192250,케이사인
2,192390,윈하이텍
2,192410,감마누
2,192440,슈피겐코리아
2,193250,영백씨엠
2,194480,데브시스터즈
2,194510,파티게임즈
2,194610,우성아이비
2,195990,유지인트
2,196170,알테오젠
2,196450,차디오스텍
2,196490,디에이테크놀로지
2,196700,웹스
2,198440,엔에이치스팩3호
2,200130,콜마비앤에이치
2,200230,텔콘
2,200470,하이셈
2,200670,휴메딕스
2,200710,에이디테크놀로지
2,200780,비씨월드제약
2,203650,신한제2호SPAC
2,203690,케이비제3호스팩
2,204440,대우스팩2호
2,204620,유안타제1호스팩
2,204630,현대드림스팩2호
2,204650,케이티비스팩1호
2,204760,현대에이블스팩1호
2,204840,IBKS제2호스팩
2,205100,엑셈
2,205470,하이제2호스팩
2,205500,케이비제4호스팩
2,206400,한국2호스팩
2,206640,엔에이치스팩2호
2,206660,골든브릿지제2호스팩
2,207720,엔에이치SL스팩
2,207760,동부스팩2호
2,207930,SK1호스팩
2,208140,엘아이지스팩2호
2,208350,케이비제5호스팩
2,208370,하나머스트2호스팩
2,208640,케이비제6호스팩
2,208710,교보3호스팩
2,208870,하나머스트3호스팩
2,213420,덕산네오룩스
2,214150,케이티비스팩2호
2,214180,민앤지
2,214270,케이비제7호스팩
2,214310,세미콘라이트
2,214430,아이쓰리시스템
2,214450,파마리서치프로덕트
2,214680,한화에이스스팩1호
2,215000,골프존
2,215090,유진에이씨피씨스팩2
2,215100,하나머스트4호스팩
2,215200,메가스터디교육
2,215360,우리산업
2,215380,한화MGI스팩
2,215480,대우SBI스팩1호
2,215580,대우스팩3호
2,215750,미래에셋제3호스팩
2,215790,엔에이치스팩5호
2,217270,대신밸런스제1호스팩
2,217500,하이제3호스팩
2,217600,이베스트스팩2호
2,217620,한화ACPC스팩
2,217810,엔에이치스팩7호
2,218150,하나머스트5호스팩
2,218410,엔에이치스팩8호
2,218710,키움스팩3호
2,219550,SK2호스팩
2,219580,골든브릿지제3호스팩
2,219860,한화에이스스팩2호
2,219960,유안타제2호스팩
2,220260,엘아이지이에스스팩
2,221950,현대드림3호스팩
2,222390,케이비제8호스팩
2,222420,미래에셋제4호스팩
2,222800,심텍
2,222810,교보4호스팩
2,900040,차이나그레이트
2,900070,글로벌에스엠
2,900080,에스앤씨엔진그룹
2,900090,차이나하오란
2,900100,뉴프라이드
2,900110,이스트아시아홀딩스
2,900120,씨케이에이치
2,900130,웨이포트
2,900180,완리
2,950110,SBI액시즈
2,950130,엑세스바이오
