Date,Open,High,Low,Close,Volume,Adj Close,MA240,DIFF
2012-02-02,55800.01,57299.99,55300.01,56400.04,1181800,70027.1,70640.3604167,-613.260416667
2012-02-03,56400.04,56499.99,54399.98,55600.03,532200,69033.8,70606.7333333,-1572.93333333
2012-02-06,56400.04,56400.04,54200.0,55899.96,396400,69406.2,70580.34875,-1174.14875
2012-02-07,55300.01,56100.02,53899.98,54500.01,393200,67668.0,70546.2045833,-2878.20458333
2012-02-08,54899.97,57499.97,54099.96,57100.01,724700,70896.2,70510.5083333,385.691666667
2012-02-09,57700.04,58799.97,56300.0,57499.97,509100,71392.8,70489.8145833,902.985416667
2012-02-10,56699.97,57700.04,56300.0,56900.03,307000,70647.9,70468.60375,179.29625
2012-02-13,56900.03,57100.01,55699.98,56199.98,317100,69778.7,70433.4245833,-654.724583333
2012-02-14,55500.0,57499.97,55500.0,56300.0,426500,69902.9,70395.65875,-492.75875
2012-02-15,56499.99,58299.98,56400.04,57799.98,435500,71765.3,70375.9995833,1389.30041667
2012-02-16,57499.97,57999.97,56499.99,56800.0,331500,70523.7,70348.5804167,175.119583333
2012-02-17,57100.01,58499.96,57100.01,58100.0,534700,72137.8,70324.7829167,1813.01708333
2012-02-20,57499.97,58900.01,56100.02,56600.02,469700,70275.4,70295.8120833,-20.4120833333
2012-02-21,56600.02,56699.97,52400.0,53000.03,1754700,65805.6,70252.3558333,-4446.75583333
2012-02-22,52400.0,53099.98,51700.03,52799.97,743000,65557.2,70231.1445833,-4673.94458333
2012-02-23,52599.98,53299.96,52000.04,52400.0,389000,65060.6,70209.93375,-5149.33375
2012-02-24,51900.01,52799.97,51900.01,52799.97,282700,65557.2,70179.4104167,-4622.21041667
2012-02-27,52500.03,52799.97,49900.03,49999.98,730700,62080.7,70135.4366667,-8054.73666667
2012-02-28,50499.98,52099.99,50400.02,51600.0,510700,64067.3,70103.3616667,-6036.06166667
2012-02-29,52299.97,53899.98,52200.02,52799.97,675100,65557.2,70064.04375,-4506.84375
2012-03-01,52799.97,52799.97,52799.97,52799.97,0,65557.2,70026.2779167,-4469.07791667
2012-03-02,52200.02,53800.03,51700.03,52500.03,382100,65184.8,69989.0295833,-4804.22958333
2012-03-05,52799.97,53599.97,52400.0,53000.03,332800,65805.6,69951.26375,-4145.66375
2012-03-06,52899.99,53200.01,50999.97,51600.0,406000,64067.3,69904.7033333,-5837.40333333
2012-03-07,50999.97,52899.99,50999.97,51600.0,485900,64067.3,69850.9,-5783.6
2012-03-08,52099.99,54899.97,52000.04,54899.97,785200,68164.6,69813.1341667,-1648.53416667
2012-03-09,55500.0,56199.98,54300.03,55600.03,611400,69033.8,69778.4725,-744.6725
2012-03-12,55100.04,56100.02,54300.03,54699.99,201300,67916.3,69721.0479167,-1804.74791667
2012-03-13,55000.0,55500.0,54099.96,54800.02,232400,68040.5,69658.9675,-1618.4675
2012-03-14,55800.01,57100.01,55300.01,56199.98,634200,69778.7,69607.7508333,170.949166667
2012-03-15,56199.98,56800.0,55000.0,55399.97,342900,68785.4,69555.4991667,-770.099166667
2012-03-16,55999.99,56400.04,54500.01,55300.01,352100,68661.3,69507.3866667,-846.086666667
2012-03-19,54899.97,55600.03,53899.98,54599.96,356600,67792.1,69460.30875,-1668.20875
2012-03-20,54099.96,54800.02,53599.97,54099.96,280500,67171.3,69404.9533333,-2233.65333333
2012-03-21,54699.99,54800.02,53099.98,53700.01,259600,66674.7,69356.3233333,-2681.62333333
2012-03-22,53700.01,53700.01,50999.97,51799.98,785100,64315.6,69299.4158333,-4983.81583333
2012-03-23,52000.04,52000.04,50499.98,51499.97,579500,63943.1,69231.1266667,-5288.02666667
2012-03-26,51100.0,51900.01,50100.01,50700.04,481900,62949.9,69157.6645833,-6207.76458333
2012-03-27,51299.98,51600.0,50199.96,50999.97,489600,63322.3,69082.1329167,-5759.83291667
2012-03-28,51100.0,51100.0,49150.04,49300.01,734000,61211.6,69005.0495833,-7793.44958333
2012-03-29,49699.97,50900.02,49600.02,50499.98,551400,62701.5,68937.7954167,-6236.29541667
2012-03-30,51200.03,51400.01,49999.98,49999.98,406800,62080.7,68866.92,-6786.22
2012-04-02,50199.96,51700.03,50199.96,51600.0,407900,64067.3,68810.0125,-4742.7125
2012-04-03,51700.03,52000.04,50999.97,51299.98,388700,63694.8,68755.1745833,-5060.37458333
2012-04-04,51600.0,51799.98,49999.98,50499.98,387900,62701.5,68688.4375,-5986.9375
2012-04-05,50400.02,50499.98,49600.02,49999.98,318700,62080.7,68620.14875,-6539.44875
2012-04-06,50600.01,50900.02,49900.03,49999.98,293500,62080.7,68545.1345833,-6464.43458333
2012-04-09,49949.97,50199.96,48850.03,49050.01,287100,60901.2,68463.13625,-7561.93625
2012-04-10,48800.01,49999.98,48800.01,49699.97,292900,61708.2,68381.39625,-6673.19625
2012-04-11,49699.97,49699.97,49699.97,49699.97,0,61708.2,68277.4108333,-6569.21083333
2012-04-12,49199.97,49800.0,48199.99,49300.01,310900,61211.6,68173.9429167,-6962.34291667
2012-04-13,49749.99,50499.98,49749.99,50499.98,288400,62701.5,68076.6829167,-5375.18291667
2012-04-16,49300.01,49600.02,47849.96,48100.04,801300,59721.7,67961.31625,-8239.61625
2012-04-17,48300.02,48300.02,46800.04,47399.98,520200,58852.5,67848.53625,-8996.03625
2012-04-18,47949.99,48050.02,46649.99,47050.03,398200,58418.0,67734.4629167,-9316.46291667
2012-04-19,47000.02,47750.01,46950.0,47200.0,234600,58604.2,67627.37375,-9023.17375
2012-04-20,47599.96,47699.99,45799.96,46149.99,414800,57300.5,67518.99125,-10218.49125
2012-04-23,46000.03,47200.0,46000.03,46950.0,240000,58293.8,67417.85125,-9124.05125
2012-04-24,46399.99,46700.0,45150.0,45650.0,385600,56679.7,67306.3645833,-10626.6645833
2012-04-25,45900.0,45900.0,44600.0,44950.03,390400,55810.6,67182.9791667,-11372.3791667
2012-04-26,45299.97,45349.99,43400.03,43950.04,452500,54569.0,67056.49,-12487.49
2012-04-27,43950.04,44549.98,43400.03,44150.02,347000,54817.3,66933.6220833,-12116.3220833
2012-04-30,44600.0,45950.01,44100.0,44499.97,476500,55251.8,66824.9804167,-11573.1804167
2012-05-01,44499.97,44499.97,44499.97,44499.97,0,55251.8,66714.7870833,-11462.9870833
2012-05-02,43999.97,45599.99,43999.97,45599.99,320900,56617.6,66622.7004167,-10005.1004167
2012-05-03,45599.99,46000.03,45599.99,45700.02,228600,56741.8,66530.6141667,-9788.81416667
2012-05-04,45700.02,48199.99,45700.02,48199.99,674700,59845.8,66455.0825,-6609.2825
2012-05-07,48699.98,48699.98,47500.01,47750.01,573600,59287.1,66378.2575,-7091.1575
2012-05-08,48199.99,48949.98,47949.99,48350.03,489100,60032.1,66301.4329167,-6269.33291667
2012-05-09,48500.0,49449.97,47949.99,48449.98,330300,60156.2,66226.16,-6069.96
