Date,Open,High,Low,Close,Volume,Adj Close,MA30,MA60,MA120,MA240
2000-02-28,7890.0,8199.97,7700.0,7700.0,693200,9503.98,11301.105666666665,,,
2000-02-29,8300.0,8379.98,7750.0,7750.0,712100,9565.69,11200.304666666665,,,
2000-03-01,7750.0,7750.0,7750.0,7750.0,0,9565.69,11140.645999999999,,,
2000-03-02,8100.02,8499.98,7850.0,8199.97,1688900,10121.08,11124.597999999998,,,
2000-03-03,8199.97,8249.98,7860.0,7920.0,840100,9775.53,11092.508333333333,,,
2000-03-06,8199.97,8749.98,7950.0,8550.0,1717400,10553.12,11090.450666666668,,,
2000-03-07,8550.0,9189.97,8319.97,8759.97,1686300,10812.28,11109.375000000002,,,
2000-03-08,8489.99,8720.02,8410.02,8600.01,943600,10614.85,11111.432666666668,,,
2000-03-09,9100.01,9179.98,8749.98,8799.99,1492300,10861.68,11084.688,,,
2000-03-10,8900.03,8980.0,8520.04,8550.0,916100,10553.12,11052.184666666668,,,
2000-03-13,8400.03,8840.02,8220.02,8290.01,954800,10232.22,11002.403666666667,,,
2000-03-14,8199.97,8389.96,8000.0,8069.98,621800,9960.64,10898.312,,,
2000-03-15,7840.0,8150.03,7840.0,8000.0,664600,9874.27,10785.168,,,
2000-03-16,8509.97,8689.98,8150.03,8400.03,2437300,10368.02,10698.768,,,
2000-03-17,8999.98,8999.98,8550.0,8600.01,1736600,10614.85,10620.595666666664,,,
2000-03-20,8460.03,8900.03,8259.97,8559.98,999700,10565.44,10540.776333333331,,,
2000-03-21,8559.98,8890.04,8499.98,8799.99,1191300,10861.68,10466.71933333333,,,
2000-03-22,8980.0,9700.03,8809.98,9600.0,2398000,11849.12,10444.09033333333,,,
2000-03-23,9499.97,9989.98,9239.99,9239.99,1383600,11404.76,10441.210666666662,,,
2000-03-24,9700.03,9700.03,9359.99,9669.99,1301600,11935.51,10470.009666666663,,,
2000-03-27,9999.96,10799.97,9910.0,10299.98,2057800,12713.09,10539.539999999999,11593.832,,
2000-03-28,10100.0,10450.02,9850.0,10100.0,1292400,12466.25,10600.842333333332,11558.859666666667,,
2000-03-29,10299.98,11599.98,10200.03,11299.97,4300600,13947.36,10702.462333333331,11521.831333333334,,
2000-03-30,11700.01,11800.04,11099.98,11299.97,2891800,13947.36,10791.741999999998,11515.659666666666,,
2000-03-31,11099.98,11299.97,10500.04,10500.04,1204800,12960.02,10867.034666666666,11484.802999999998,,
2000-04-03,10400.01,11150.0,10299.98,10700.02,1132200,13206.85,10971.947999999999,11463.202833333333,,
2000-04-04,10400.01,11150.0,10400.01,10950.02,951500,13515.42,11097.43433333333,11445.716666666667,,
2000-04-05,10950.02,10950.02,10950.02,10950.02,0,13515.42,11190.007666666665,11442.631666666666,,
2000-04-06,10950.02,11099.98,10400.01,10450.02,629000,12898.29,11288.75133333333,11422.0605,,
2000-04-07,10500.04,10950.02,10450.02,10799.97,918600,13330.22,11403.126999999997,11414.859833333332,,
2000-04-10,10900.0,11700.01,10700.02,11700.01,1389700,14441.12,11567.69833333333,11434.402,,
2000-04-11,11700.01,12099.97,11000.03,11000.03,1441800,13577.15,11701.413666666664,11450.859166666667,,
2000-04-12,10849.99,11500.03,10849.99,11500.03,1178300,14194.29,11855.70033333333,11498.17316666667,,
2000-04-13,11500.03,11500.03,11500.03,11500.03,0,14194.29,11991.473999999995,11558.036000000002,,
2000-04-14,11200.01,11649.99,11049.97,11549.96,654700,14255.92,12140.820333333328,11616.664333333338,,
2000-04-17,10299.98,10799.97,9850.0,9999.96,842200,12342.79,12200.475999999993,11645.463333333339,,
2000-04-18,11000.03,11000.03,10150.01,10450.02,817000,12898.29,12270.009666666658,11689.692333333338,,
2000-04-19,10650.01,10950.02,10450.02,10599.99,855500,13083.39,12352.294333333326,11731.863500000005,,
2000-04-20,10500.04,10799.97,10299.98,10700.02,785800,13206.85,12430.466666666658,11757.577333333338,,
2000-04-21,10750.04,11299.97,10599.99,11099.98,684100,13700.52,12535.379999999994,11793.782333333338,,
2000-04-24,11200.01,11200.01,10750.04,10750.04,552100,13268.59,12636.592333333328,11819.498000000003,,
2000-04-25,10549.97,10900.0,10500.04,10799.97,333800,13330.22,12748.91166666666,11823.611833333336,,
2000-04-26,10900.0,11000.03,10150.01,10299.98,449400,12713.09,12843.538999999993,11814.353500000003,,
2000-04-27,9999.96,10299.98,9600.0,9989.98,622400,12330.46,12908.95366666666,11803.860833333336,,
2000-04-28,9799.98,10200.03,9799.98,10200.03,587200,12589.72,12974.78266666666,11797.689166666669,,
2000-05-01,10200.03,10200.03,10200.03,10200.03,0,12589.72,13042.25866666666,11791.5175,,
2000-05-02,9999.96,10200.03,9950.03,9979.99,450900,12318.13,13090.806999999993,11778.763166666668,,
2000-05-03,9850.0,9850.0,9600.0,9799.98,259100,12095.95,13099.034666666661,11771.5625,,
2000-05-04,9609.99,9720.01,9499.97,9569.96,370800,11812.04,13112.610666666658,11776.910666666667,,
2000-05-05,9569.96,9569.96,9569.96,9569.96,0,11812.04,13108.494999999992,11789.252333333334,,
