,volume,value,sojinrate,high,covolume,l_change,o_diff,marketcap,low,h_sign,chdegree,shcode,o_change,l_diff,diff,date,open,sign,h_diff,h_change,ppvolume,l_sign,changerate,fpvolume,o_sign,change,close,diff_vol
324,35260,211,5.50,6060,0,-100,0.00,168427,5950,2,36.59,000020,0,-1.65,-0.33,20140509,6050,5,0.17,10,-4050,5,0.13,3590,3,20,6030,24.68
325,28280,171,5.49,6100,0,-60,-0.66,168985,6030,2,23.09,000020,-40,-0.99,-0.66,20140508,6050,5,0.16,10,640,5,0.10,-640,5,40,6050,-63.57
326,77626,472,5.49,6120,-30,-30,-0.17,170103,6020,2,257.22,000020,-10,-0.50,0.66,20140507,6040,2,1.16,70,-5060,5,0.28,4890,5,40,6090,67.75
327,46276,278,5.48,6050,0,-30,-0.17,168985,5970,2,186.88,000020,-10,-0.50,0.83,20140502,5990,2,0.83,50,-13390,5,0.17,12790,5,50,6050,-25.78
328,62347,371,5.43,6000,0,-70,-0.50,167589,5880,2,54.28,000020,-30,-1.18,0.84,20140430,5920,2,0.84,50,-2380,5,0.22,2380,5,50,6000,99.70
329,31220,185,5.42,6050,0,-140,0.00,166192,5870,2,29.40,000020,0,-2.33,-1.00,20140429,6010,5,0.67,40,340,5,0.11,-340,3,60,5950,-12.84
330,35820,214,5.42,6020,0,-80,-1.00,167868,5940,3,62.94,000020,-60,-1.33,-0.17,20140428,5960,5,0.00,0,-1530,5,0.13,1520,5,10,6010,-25.96
331,48380,290,5.42,6050,-4,-120,-0.50,168147,5920,2,134.43,000020,-30,-1.99,-0.33,20140425,6010,5,0.17,10,-3696,5,0.17,3700,5,20,6020,59.41
332,30350,183,5.40,6100,0,-100,-0.66,168706,5980,2,74.85,000020,-40,-1.64,-0.66,20140424,6040,5,0.33,20,1480,5,0.11,-1480,5,40,6040,-16.58
333,36380,221,5.41,6120,0,-70,-0.82,169823,6010,2,247.96,000020,-50,-1.15,0.00,20140423,6030,3,0.66,40,840,5,0.13,-730,5,0,6080,-50.19
334,73042,441,5.41,6150,0,-90,0.00,169823,5950,2,157.53,000020,0,-1.49,0.66,20140422,6040,2,1.82,110,6400,5,0.26,-6400,3,40,6080,23.03
335,59367,357,5.43,6060,10000,-60,0.00,168706,5960,2,70.15,000020,0,-1.00,0.33,20140421,6020,2,0.66,40,-15010,5,0.21,5010,3,20,6040,65.28
336,35920,216,5.42,6110,0,-90,0.66,168147,5960,2,39.04,000020,40,-1.49,-0.50,20140418,6090,5,0.99,60,-1460,5,0.13,1460,2,30,6020,-3.10
337,37070,223,5.41,6100,0,-100,0.00,168985,5950,2,86.86,000020,0,-1.65,0.00,20140417,6050,3,0.83,50,-5460,5,0.13,5410,3,0,6050,-69.52
338,121613,741,5.39,6170,0,-50,-0.83,168985,6000,2,103.74,000020,-50,-0.83,0.00,20140416,6000,3,1.98,120,6440,5,0.44,-6340,5,0,6050,9.34
339,111223,669,5.41,6070,-1,-40,0.00,168985,5910,2,165.09,000020,0,-0.67,1.68,20140415,5950,2,2.02,120,5831,5,0.40,-6030,3,100,6050,36.13
340,81703,482,5.44,5960,-4120,-120,0.17,166192,5800,2,112.77,000020,10,-2.03,0.51,20140414,5930,2,0.68,40,6680,5,0.29,-2560,2,30,5950,-44.25
341,146546,856,5.45,5950,-6380,-20,-0.35,165354,5700,2,439.40,000020,-20,-0.35,3.50,20140411,5700,2,4.02,230,7790,5,0.52,-1410,5,200,5920,95.47
342,74970,426,5.45,5730,0,-50,0.35,159768,5630,2,143.14,000020,20,-0.88,0.70,20140410,5700,2,0.88,50,-2130,5,0.27,2130,2,40,5720,4.34
343,71854,405,5.44,5700,0,-90,0.53,158651,5580,2,53.61,000020,30,-1.59,0.18,20140409,5700,2,0.53,30,13680,5,0.26,-13680,2,10,5680,59.78
344,44970,254,5.49,5730,0,-140,-1.05,158371,5600,5,39.61,000020,-60,-2.44,-1.22,20140408,5680,5,-0.17,-10,7300,5,0.16,-7800,5,70,5670,-49.98
345,89912,516,5.52,5810,0,-130,0.00,160327,5670,2,73.52,000020,0,-2.24,-1.03,20140407,5800,5,0.17,10,6550,5,0.32,-7050,3,60,5740,-1.93
346,91681,526,5.55,5810,0,-20,0.70,162003,5690,2,88.18,000020,40,-0.35,1.58,20140404,5750,2,1.75,100,-1500,5,0.33,4000,2,90,5800,12.69
347,81355,465,5.53,5770,9995,-40,-0.18,159489,5670,2,102.10,000020,-10,-0.70,0.00,20140403,5700,3,1.05,60,-10765,5,0.29,-2230,5,0,5710,-23.15
348,105863,601,5.54,5730,0,-20,0.54,159489,5560,2,154.60,000020,30,-0.36,2.33,20140402,5610,2,2.69,150,-10430,5,0.38,11430,2,130,5710,11.41
349,95021,523,5.50,5580,0,-110,-0.90,155858,5420,2,117.54,000020,-50,-1.99,0.90,20140401,5480,2,0.90,50,-14100,5,0.34,7600,5,50,5580,-6.49
350,101618,560,5.47,5580,0,-120,-1.08,154461,5440,2,87.09,000020,-60,-2.16,-0.54,20140331,5500,5,0.36,20,29920,5,0.36,-29920,5,30,5530,-35.37
351,157220,862,5.58,5610,0,-240,0.00,155299,5350,2,54.72,000020,0,-4.29,-0.54,20140328,5590,5,0.36,20,-4840,5,0.56,4840,3,30,5560,14.06
352,137841,767,5.56,5710,0,-250,-0.52,156137,5470,5,26.89,000020,-30,-4.37,-2.27,20140327,5690,5,-0.17,-10,1920,5,0.49,-1900,5,130,5590,115.38
353,64000,365,5.57,5730,0,-80,-0.35,159768,5650,3,136.26,000020,-20,-1.40,-0.17,20140326,5710,5,0.00,0,2720,5,0.23,-2740,5,10,5720,-33.96
354,96916,550,5.56,5750,-10,-140,0.17,160047,5600,2,83.78,000020,10,-2.44,-0.17,20140325,5750,5,0.17,10,-11240,5,0.35,6750,2,10,5730,26.56
355,76576,439,5.54,5780,5000,-60,0.70,160327,5680,2,90.16,000020,40,-1.05,0.00,20140324,5780,3,0.70,40,-19070,5,0.27,14070,2,0,5740,53.53
356,49877,285,5.49,5790,7776,-40,1.58,160327,5660,2,43.17,000020,90,-0.70,0.70,20140321,5790,2,1.58,90,-8826,5,0.18,-950,2,40,5740,-10.26
357,55577,316,5.49,5770,9999,-90,-0.17,159209,5630,2,102.80,000020,-10,-1.57,-0.35,20140320,5710,5,0.87,50,-23769,5,0.20,9770,5,20,5700,-28.24
358,77450,441,5.46,5780,4984,-140,0.00,159768,5600,2,55.97,000020,0,-2.44,-0.35,20140319,5740,5,0.70,40,-13424,5,0.28,3440,3,20,5720,-12.17
359,88181,501,5.45,5740,9998,-10,0.71,160327,5590,2,149.02,000020,40,-0.18,2.50,20140318,5640,2,2.50,140,-3878,5,0.32,-10120,2,140,5740,-37.79
360,141737,795,5.48,5750,0,-270,-0.52,156416,5510,5,81.29,000020,-30,-4.67,-3.11,20140317,5750,5,-0.52,-30,1470,5,0.51,-1470,5,180,5600,-12.31
361,161636,936,5.49,5870,0,-160,-1.54,161444,5700,2,83.69,000020,-90,-2.73,-1.37,20140314,5770,5,0.17,10,31020,5,0.58,-31020,5,80,5780,-25.90
362,218120,1265,5.60,5890,20000,-70,0.00,163678,5580,2,166.67,000020,0,-1.24,3.72,20140313,5650,2,4.25,240,-25740,5,0.78,8940,3,210,5860,46.79
363,148596,835,5.57,5710,5000,-160,0.00,157813,5530,2,95.03,000020,0,-2.81,-0.70,20140312,5690,5,0.35,20,780,5,0.53,-3780,3,40,5650,-21.10
364,188340,1061,5.58,5720,9999,0,0.55,158930,5460,2,276.38,000020,30,0.00,4.21,20140311,5490,2,4.76,260,-2059,3,0.67,-8940,2,230,5690,25.23
365,150390,823,5.61,5550,20000,-160,0.00,152506,5330,2,67.19,000020,0,-2.91,-0.55,20140310,5490,5,1.09,60,-20890,5,0.54,6150,3,30,5460,-5.00
366,158310,878,5.59,5640,0,0,0.18,153344,5450,2,96.16,000020,10,0.00,0.73,20140307,5460,2,3.49,190,-7010,3,0.57,3010,2,40,5490,31.76
367,120152,659,5.58,5550,0,-100,0.00,152227,5400,2,68.00,000020,0,-1.82,-0.91,20140306,5500,5,0.91,50,-15420,5,0.43,14920,3,50,5450,-59.37
368,295742,1627,5.53,5610,-10,-60,0.37,153623,5330,2,224.84,000020,20,-1.11,2.04,20140305,5410,2,4.08,220,-12330,5,1.06,-4060,2,110,5500,138.72
369,123888,668,5.54,5450,50,-80,-0.19,150551,5310,2,148.53,000020,-10,-1.48,0.00,20140304,5380,3,1.11,60,2320,5,0.44,-2370,5,0,5390,-59.07
370,302694,1625,5.55,5530,-1,-60,1.93,150551,5130,2,218.12,000020,100,-1.16,3.85,20140303,5290,2,6.55,340,17291,5,1.08,-17090,2,200,5390,63.33
371,185329,958,5.61,5250,-40,-20,0.20,144964,5070,2,152.76,000020,10,-0.39,1.96,20140228,5100,2,3.14,160,-8810,5,0.66,3850,2,100,5190,-47.34
372,351931,1785,5.60,5160,0,40,1.42,142171,4960,2,125.31,000020,70,0.81,3.46,20140227,4990,2,4.88,240,-21300,2,1.26,-70,2,170,5090,146.76
373,142619,693,5.60,4920,0,20,1.05,137423,4800,2,243.31,000020,50,0.42,2.93,20140226,4830,2,2.93,140,2030,2,0.51,-30,2,140,4920,114.27
374,66561,320,5.60,4865,0,-60,0.31,133512,4780,2,93.30,000020,15,-1.24,-1.24,20140225,4855,5,0.52,25,-5720,5,0.24,4820,2,60,4780,-43.89
375,118632,565,5.58,4870,0,-5,0.43,135188,4690,2,104.85,000020,20,-0.11,3.09,20140224,4715,2,3.73,175,-8550,5,0.42,8550,2,145,4840,103.09
376,58414,274,5.55,4715,0,-15,0.00,131138,4660,2,115.22,000020,0,-0.32,0.43,20140221,4675,2,0.86,40,-8080,5,0.21,7980,3,20,4695,-51.16
377,119591,552,5.52,4685,0,-55,0.32,130580,4585,2,68.18,000020,15,-1.19,0.75,20140220,4655,2,0.97,45,9490,5,0.43,-9490,2,35,4675,18.39
378,101013,470,5.53,4715,0,-90,0.00,129602,4625,3,62.93,000020,0,-1.91,-1.59,20140219,4715,5,0.00,0,10650,5,0.36,-12750,3,75,4640,84.69
379,54693,257,5.57,4735,0,-35,0.00,131697,4675,2,86.71,000020,0,-0.74,0.11,20140218,4710,2,0.53,25,560,5,0.20,-560,3,5,4715,9.07
380,50147,236,5.58,4735,-4,-10,0.85,131557,4680,2,65.76,000020,40,-0.21,0.43,20140217,4730,2,0.96,45,-2076,5,0.18,2280,2,20,4710,-59.32
381,123274,581,5.57,4820,0,-120,0.00,130999,4670,2,39.38,000020,0,-2.51,-2.09,20140214,4790,5,0.63,30,16100,5,0.44,-16100,3,100,4690,215.11
382,39121,188,5.63,4850,0,-45,-0.41,133792,4785,2,49.14,000020,-20,-0.93,-0.83,20140213,4810,5,0.41,20,3680,5,0.14,-3780,5,40,4790,-29.37
383,55389,269,5.64,4910,0,-35,0.00,134909,4830,2,45.58,000020,0,-0.72,-0.72,20140212,4865,5,0.92,45,10130,5,0.20,-10330,3,35,4830,77.19
384,31259,152,5.68,4890,0,-30,-0.62,135887,4820,2,65.50,000020,-30,-0.62,0.31,20140211,4820,2,0.82,40,-830,5,0.11,830,5,15,4865,-60.92
385,79986,389,5.67,4930,0,-60,0.61,135468,4830,2,31.66,000020,30,-1.23,-0.82,20140210,4920,5,0.82,40,11750,5,0.29,-11950,2,40,4850,61.75
386,49449,241,5.72,4910,0,-15,0.21,136585,4840,2,65.40,000020,10,-0.31,0.72,20140207,4865,2,1.13,55,-795,5,0.18,800,2,35,4890,6.75
387,46324,225,5.71,4900,0,-55,-0.41,135607,4825,2,64.56,000020,-20,-1.13,-0.51,20140206,4860,5,0.41,20,13160,5,0.17,-13760,5,25,4855,-20.22
388,58068,285,5.76,4945,0,-25,-0.20,136306,4875,2,68.06,000020,-10,-0.51,-0.41,20140205,4890,5,0.92,45,1520,5,0.21,-6850,5,20,4880,2.18
389,56831,278,5.78,4960,0,-110,-1.11,136864,4860,5,42.19,000020,-55,-2.21,-1.41,20140204,4915,5,-0.20,-10,14670,5,0.20,-14670,5,70,4900,-63.80
390,156972,782,5.83,5100,-1,-45,0.00,138819,4880,2,89.01,000020,0,-0.91,0.91,20140203,4925,2,3.55,175,21971,5,0.56,-11870,3,45,4970,224.66
391,48349,235,5.88,4935,-10,-40,-0.83,137562,4790,2,122.54,000020,-40,-0.83,1.97,20140129,4790,2,2.17,105,9220,5,0.17,-9210,5,95,4925,-23.63
392,63311,305,5.91,4875,-10,-55,0.00,134909,4745,2,124.41,000020,0,-1.15,0.62,20140128,4800,2,1.56,75,11370,5,0.23,-11660,3,30,4830,27.36
393,49710,237,5.95,4805,0,-120,-2.26,134071,4745,5,78.25,000020,-110,-2.47,-1.34,20140127,4755,5,-1.23,-60,5720,5,0.18,-5720,5,65,4800,-34.58
394,75983,365,5.97,4895,0,-110,0.00,135887,4745,2,39.07,000020,0,-2.27,0.21,20140124,4855,2,0.82,40,16910,5,0.27,-16850,3,10,4865,-4.63
395,79673,388,6.03,4970,0,-135,-0.50,135607,4835,3,17.23,000020,-25,-2.72,-2.31,20140123,4945,5,0.00,0,5281,5,0.29,-5250,5,115,4855,4.22
396,76445,379,6.05,4990,0,-40,-0.50,138819,4920,2,71.06,000020,-25,-0.81,0.20,20140122,4935,2,0.60,30,17740,5,0.27,-18130,5,10,4970,2.02
397,74932,370,6.11,4995,0,-95,-0.90,138540,4900,3,74.23,000020,-45,-1.90,-0.70,20140121,4950,5,0.00,0,13390,5,0.27,-13390,5,35,4960,-22.43
398,96598,476,6.16,4995,0,-60,0.41,139518,4850,2,104.81,000020,20,-1.22,1.73,20140120,4930,2,1.73,85,8830,5,0.35,-8080,2,85,4995,-14.42
399,112872,552,6.19,4920,0,-5,1.03,137144,4855,2,51.19,000020,50,-0.10,1.03,20140117,4910,2,1.23,60,14220,5,0.40,-14220,2,50,4910,-67.59
400,348224,1552,6.24,4875,-10,25,0.63,135747,4775,2,162.45,000020,30,0.53,2.32,20140116,4780,2,2.63,125,3250,2,1.25,-3190,2,110,4860,323.38
401,82249,392,6.25,4845,0,10,0.21,132674,4700,2,128.88,000020,10,0.21,1.28,20140115,4700,2,3.30,155,-6620,2,0.29,6620,2,60,4750,42.24
402,57824,272,6.23,4725,0,-15,0.53,130999,4685,2,87.47,000020,25,-0.32,-0.21,20140114,4725,5,0.53,25,-4257,5,0.21,3990,2,10,4690,-24.78
403,76871,362,6.22,4740,0,-15,0.85,131278,4685,2,124.88,000020,40,-0.32,0.00,20140113,4740,3,0.85,40,-5890,5,0.28,5180,2,0,4700,35.07
404,56910,268,6.20,4770,0,-55,0.53,131278,4680,2,37.28,000020,25,-1.16,-0.74,20140110,4760,5,0.74,35,230,5,0.20,-230,2,35,4700,-65.49
405,164913,780,6.20,4785,-1960,-45,1.16,132256,4685,2,67.87,000020,55,-0.95,0.11,20140109,4785,2,1.16,55,9670,5,0.59,-7710,2,5,4735,70.19
406,96900,452,6.23,4730,-10,0,1.09,132116,4580,2,208.62,000020,50,0.00,3.28,20140108,4630,2,3.28,150,-13770,3,0.35,13780,2,150,4730,-6.11
407,103201,473,6.18,4625,10,-10,0.00,127926,4545,2,125.30,000020,0,-0.22,0.55,20140107,4555,2,1.54,70,-9550,5,0.37,16240,3,25,4580,43.59
408,71873,325,6.12,4580,0,-40,0.77,127228,4500,2,67.99,000020,35,-0.88,0.33,20140106,4575,2,0.88,40,12830,5,0.26,-12830,2,15,4555,-32.95
409,107190,484,6.16,4575,0,-20,-0.45,126809,4420,2,144.63,000020,-20,-0.45,2.25,20140103,4420,2,3.04,135,-13340,5,0.38,6660,5,100,4540,7.78
410,99452,444,6.14,4510,0,20,1.14,124016,4410,2,111.62,000020,50,0.46,1.14,20140102,4440,2,2.73,120,-2560,2,0.36,2560,2,50,4440,-20.26
411,124714,544,6.13,4455,-14000,-115,-2.60,122619,4315,2,107.94,000020,-115,-2.60,-0.90,20131230,4315,5,0.56,25,-840,5,0.45,10090,5,40,4390,-90.54
412,1318159,5611,6.13,4550,0,-185,-1.75,123736,4395,5,58.21,000020,-80,-4.04,-3.28,20131227,4500,5,-0.66,-30,327350,5,4.72,700,5,150,4430,197.80
413,442634,1965,6.13,4735,0,-105,0.43,127926,4555,2,70.24,000020,20,-2.25,-1.72,20131226,4680,5,1.61,75,-4160,5,1.58,4160,2,80,4580,1623.85
414,25677,119,6.12,4705,0,-50,0.65,130161,4600,2,32.83,000020,30,-1.08,0.22,20131224,4680,2,1.18,55,790,5,0.09,-790,2,10,4660,-46.91
415,48363,222,6.12,4650,0,-30,-0.66,129881,4515,2,103.87,000020,-30,-0.66,2.31,20131223,4515,2,2.31,105,-1970,5,0.17,1970,5,105,4650,-46.72
416,90765,410,6.11,4605,-34980,-50,0.22,126949,4430,2,59.03,000020,10,-1.12,1.45,20131220,4490,2,2.79,125,27690,5,0.32,7290,2,65,4545,-25.68
417,122125,556,6.09,4765,0,-165,0.00,125133,4480,2,30.29,000020,0,-3.55,-3.55,20131219,4645,5,2.58,120,580,5,0.44,-9750,3,165,4480,109.39
418,58325,269,6.12,4700,-15000,-65,0.64,129742,4590,2,32.17,000020,30,-1.40,-0.21,20131218,4685,5,0.97,45,10770,5,0.21,3280,2,10,4645,-68.17
419,183228,860,6.11,4800,-3,-160,-0.31,130021,4640,3,52.51,000020,-15,-3.33,-3.02,20131217,4785,5,0.00,0,18413,5,0.66,-18470,5,145,4655,445.32
420,33600,161,6.18,4850,-1,-75,-0.10,134071,4780,5,14.39,000020,-5,-1.54,-1.13,20131216,4850,5,-0.10,-5,4371,5,0.12,-4370,5,55,4800,83.48
421,18313,89,6.19,4900,0,-90,0.00,135607,4800,2,43.17,000020,0,-1.84,-0.72,20131213,4890,5,0.20,10,3710,5,0.07,-3710,3,35,4855,-68.40
422,57951,283,6.20,4980,0,-65,-1.23,136585,4800,2,116.93,000020,-60,-1.34,0.51,20131212,4805,2,2.36,115,5630,5,0.21,-5630,5,25,4890,103.91
423,28420,137,6.23,4865,0,-75,-1.34,135887,4790,3,77.44,000020,-65,-1.54,0.00,20131211,4800,3,0.00,0,2750,5,0.10,-2750,5,0,4865,-18.38
424,34822,168,6.23,4910,0,-105,0.31,135887,4790,2,78.64,000020,15,-2.15,-0.61,20131210,4910,5,0.31,15,6200,5,0.12,-2350,2,30,4865,23.07
425,28295,138,6.24,4900,0,-40,0.82,136725,4820,2,133.11,000020,40,-0.82,0.72,20131209,4900,2,0.82,40,3950,5,0.10,1050,2,35,4895,-20.97
426,35801,173,6.24,4895,0,20,0.42,135747,4760,2,330.66,000020,20,0.42,2.53,20131206,4760,2,3.27,155,-800,2,0.13,800,2,120,4860,-45.89
427,66161,316,6.24,4865,-20000,-125,-0.72,132395,4720,2,41.99,000020,-35,-2.58,-2.17,20131205,4810,5,0.41,20,18640,5,0.24,2370,5,105,4740,25.88
428,52560,254,6.23,4900,0,-70,0.00,135328,4780,2,48.97,000020,0,-1.44,-0.10,20131204,4850,5,1.03,50,-4070,5,0.19,4040,3,5,4845,-44.64
429,94940,465,6.21,4980,0,-120,-0.20,135468,4850,2,97.36,000020,-10,-2.41,-2.41,20131203,4960,5,0.20,10,19600,5,0.34,-3470,5,120,4850,-22.68
430,122794,607,6.23,5030,0,-100,0.00,138819,4900,2,50.60,000020,0,-2.00,-0.60,20131202,5000,5,0.60,30,-6780,5,0.44,-1320,3,30,4970,258.52
431,34250,171,6.23,5050,0,-10,1.30,139657,4975,2,115.86,000020,65,-0.20,0.30,20131129,5050,2,1.30,65,-690,5,0.12,690,2,15,5000,-36.90
432,54275,271,6.23,5040,0,-55,0.00,139238,4985,3,83.25,000020,0,-1.09,-1.09,20131128,5040,5,0.00,0,-480,5,0.19,480,3,55,4985,26.97
433,42746,214,6.23,5070,0,-90,0.00,140775,4980,3,50.82,000020,0,-1.78,-0.59,20131127,5070,5,0.00,0,-3160,5,0.15,2360,3,30,5040,-34.96
434,65721,329,6.22,5070,0,-30,0.60,141613,4970,2,187.89,000020,30,-0.60,1.40,20131126,5030,2,1.40,70,-9470,5,0.24,4770,2,70,5070,33.44
435,49253,246,6.20,5050,0,-35,0.00,139657,4965,2,58.24,000020,0,-0.70,0.00,20131125,5000,3,1.00,50,-5250,5,0.18,2750,3,0,5000,99.24
436,24721,124,6.19,5110,0,-95,0.39,139657,4985,2,20.07,000020,20,-1.87,-1.57,20131122,5100,5,0.59,30,-570,5,0.09,-2930,2,80,5000,-51.91
437,51410,258,6.20,5090,0,-85,-1.18,141892,4985,2,64.51,000020,-60,-1.68,0.20,20131121,5010,2,0.39,20,2490,5,0.18,-2490,5,10,5080,-28.78
438,72186,366,6.21,5120,0,-40,-0.79,141613,5000,2,100.34,000020,-40,-0.79,0.60,20131120,5000,2,1.59,80,6670,5,0.26,-6670,5,30,5070,3.88
439,69487,349,6.23,5120,0,-140,-1.37,140775,4980,3,96.90,000020,-70,-2.73,-1.56,20131119,5050,5,0.00,0,-670,5,0.25,670,5,80,5040,-51.84
440,144278,725,6.23,5140,0,-205,-0.58,143009,4965,5,54.54,000020,-30,-3.97,-0.97,20131118,5140,5,-0.58,-30,-790,5,0.52,760,5,50,5120,707.38
441,17870,92,6.23,5200,0,-90,0.19,144406,5100,2,40.47,000020,10,-1.73,-0.39,20131115,5200,5,0.19,10,370,5,0.06,-370,2,20,5170,-48.80
442,34904,179,6.23,5240,-15600,-70,-0.39,144964,5080,2,25.41,000020,-20,-1.36,0.78,20131114,5130,2,1.75,90,14750,5,0.12,850,5,40,5190,399.99
443,6981,36,6.23,5250,0,-100,0.38,143847,5130,2,9.90,000020,20,-1.91,-1.53,20131113,5250,5,0.38,20,70,5,0.02,-70,2,80,5150,-75.65
444,28671,149,6.23,5230,0,-10,0.00,146082,5130,2,308.06,000020,0,-0.19,1.75,20131112,5140,2,1.75,90,-7800,5,0.10,1300,3,90,5230,-17.70
445,34839,180,6.22,5300,-5,-180,0.00,143568,5070,2,21.29,000020,0,-3.43,-2.10,20131111,5250,5,0.95,50,2755,5,0.12,-2750,3,110,5140,-12.71
446,39910,208,6.23,5330,0,-160,-0.19,146640,5180,5,29.32,000020,-10,-3.00,-1.69,20131108,5330,5,-0.19,-10,1190,5,0.14,-1210,5,90,5250,-29.71
447,56780,302,6.24,5440,0,-140,0.37,149154,5270,2,29.82,000020,20,-2.59,-1.29,20131107,5430,5,0.55,30,1320,5,0.20,-1320,2,70,5340,174.17
448,20710,112,6.24,5460,0,-70,-0.92,151109,5370,2,42.74,000020,-50,-1.29,-0.55,20131106,5390,5,0.37,20,1020,5,0.07,-1020,5,30,5410,-42.24
449,35856,195,6.25,5560,400,-150,0.54,151947,5380,2,18.11,000020,30,-2.71,-1.63,20131105,5560,5,0.54,30,490,5,0.13,-910,2,90,5440,14.22
450,31391,173,6.25,5610,0,-130,-0.18,154461,5460,2,22.09,000020,-10,-2.33,-1.07,20131104,5580,5,0.36,20,1880,5,0.11,-1880,5,60,5530,56.09
451,20111,113,6.26,5660,0,-20,0.36,156137,5550,2,42.74,000020,20,-0.36,0.36,20131101,5590,2,1.62,90,1920,5,0.07,-1920,2,20,5590,-38.46
452,32680,183,6.26,5670,0,-90,0.18,155578,5570,2,42.81,000020,10,-1.59,-1.59,20131031,5670,5,0.18,10,4590,5,0.12,-4510,2,90,5570,93.83
453,16860,95,6.28,5680,0,-90,0.00,158092,5580,2,56.58,000020,0,-1.59,-0.18,20131030,5670,5,0.18,10,2190,5,0.06,-2190,3,10,5660,-10.37
454,18810,106,6.29,5670,0,-60,0.00,158371,5600,2,53.74,000020,0,-1.06,0.18,20131029,5660,2,0.18,10,-720,5,0.07,720,3,10,5670,-18.31
455,23026,130,6.28,5690,0,-30,0.18,158092,5610,2,167.86,000020,10,-0.53,0.35,20131028,5650,2,0.89,50,300,5,0.08,-300,2,20,5660,-22.81
456,29829,167,6.29,5670,0,-50,0.00,157533,5580,2,50.96,000020,0,-0.89,0.18,20131025,5630,2,0.71,40,-1830,5,0.11,1830,3,10,5640,114.32
457,13918,78,6.28,5650,0,-20,-0.36,157254,5570,2,79.19,000020,-20,-0.36,0.72,20131024,5570,2,1.07,60,-212,5,0.05,212,5,40,5630,-39.25
458,22910,128,6.28,5690,0,10,0.18,156137,5540,2,88.09,000020,10,0.18,1.08,20131023,5540,2,2.89,160,1210,2,0.08,-1210,2,60,5590,-6.26
459,24441,136,6.28,5610,-1,-20,0.00,154461,5530,2,20.87,000020,0,-0.36,-0.36,20131022,5550,5,1.08,60,-1609,5,0.09,1510,3,20,5530,-35.43
460,37850,211,6.28,5610,0,0,0.00,155020,5530,2,65.02,000020,0,0.00,0.36,20131021,5530,2,1.45,80,4480,3,0.14,-4480,3,20,5550,-48.13
461,72976,405,6.29,5680,-20,-140,-0.71,154461,5490,2,65.76,000020,-40,-2.49,-1.78,20131018,5590,5,0.89,50,11810,5,0.26,-11890,5,100,5530,-12.61
462,83510,474,6.34,5840,-270,-180,0.35,157254,5600,2,34.59,000020,20,-3.11,-2.60,20131017,5800,5,1.04,60,7120,5,0.30,-3840,2,150,5630,463.46
463,14821,86,6.35,5870,10,-90,0.00,161444,5750,2,39.13,000020,0,-1.54,-1.03,20131016,5840,5,0.51,30,1000,5,0.05,-2890,3,60,5780,23.61
464,11990,70,6.34,5940,10,-60,1.37,163120,5800,2,53.46,000020,80,-1.02,-0.34,20131015,5940,5,1.37,80,2280,5,0.04,-2290,2,20,5840,-35.26
465,18520,108,6.35,5970,0,-40,0.00,163678,5800,2,65.25,000020,0,-0.68,0.34,20131014,5840,2,2.23,130,4040,5,0.07,-3040,3,20,5860,-31.02
466,26850,155,6.36,5890,0,0,0.87,163120,5730,2,79.46,000020,50,0.00,1.92,20131011,5780,2,2.79,160,820,3,0.10,-820,2,110,5840,210.37
467,8651,50,6.36,5850,-10,-70,-0.52,160047,5730,2,47.18,000020,-30,-1.21,-1.21,20131010,5770,5,0.86,50,880,5,0.03,-870,5,70,5730,-64.66
468,24477,142,6.36,5870,5000,-100,0.69,162003,5730,2,13.40,000020,40,-1.72,-0.51,20131008,5870,5,0.69,40,320,5,0.09,-5320,2,30,5800,-30.94
469,35443,208,6.38,5960,5500,-120,-1.51,162840,5830,2,27.60,000020,-90,-2.02,-2.02,20131007,5860,5,0.17,10,-1650,5,0.13,-3850,5,120,5830,39.05
470,25490,151,6.40,5980,0,-70,-0.51,166192,5850,2,82.16,000020,-30,-1.18,0.51,20131004,5890,2,1.01,60,4210,5,0.09,-4210,5,30,5950,-38.48
471,41436,248,6.41,6040,0,-40,0.34,165354,5920,2,81.82,000020,20,-0.67,-0.67,20131002,5980,5,1.34,80,2310,5,0.15,-2310,2,40,5920,55.81
472,26594,159,6.42,6030,0,-100,-0.17,166472,5910,2,66.84,000020,-10,-1.66,-0.83,20131001,6000,5,0.33,20,-1120,5,0.10,1120,5,50,5960,-21.70
473,33964,204,6.42,6060,-3200,-90,0.00,167868,5930,2,204.97,000020,0,-1.50,-0.17,20130930,6020,5,0.66,40,4520,5,0.12,-1320,3,10,6010,-51.29
474,69725,415,6.42,6050,0,-20,-0.35,168147,5770,2,198.57,000020,-20,-0.35,3.97,20130927,5770,2,4.49,260,100,5,0.25,-100,5,230,6020,133.27
475,29890,173,6.42,5820,0,-70,0.52,161723,5720,2,85.83,000020,30,-1.21,0.00,20130926,5820,3,0.52,30,-2520,5,0.11,2520,2,0,5790,-9.09
476,32880,189,6.41,5840,0,-90,-0.52,161723,5700,2,48.29,000020,-30,-1.55,0.00,20130925,5760,3,0.86,50,4010,5,0.12,-4000,5,0,5790,25.14
477,26275,152,6.43,5820,0,-60,-0.52,161723,5730,2,95.75,000020,-30,-1.04,0.00,20130924,5760,3,0.52,30,9000,5,0.09,-9000,5,0,5790,45.40
