,volume,value,sojinrate,high,covolume,l_change,o_diff,marketcap,low,h_sign,chdegree,shcode,o_change,l_diff,diff,date,open,sign,h_diff,h_change,ppvolume,l_sign,changerate,fpvolume,o_sign,change,close,diff_vol
3249,20900,148,3.83,7200,0,60,1.60,39383,6950,2,0.00,000020,110,0.87,2.32,20020729,7000,2,4.50,310,0,2,0.37,0,2,160,7050,-29.48
3250,29637,209,3.83,7200,0,-180,0.14,38490,6820,2,0.00,000020,10,-2.57,-1.57,20020726,7010,5,2.86,200,0,5,0.53,0,2,110,6890,53.74
3251,19277,135,3.83,7080,0,100,2.04,39104,6970,2,0.00,000020,140,1.46,1.89,20020725,7010,2,3.06,210,0,2,0.35,0,2,130,7000,-11.50
3252,21783,150,3.83,6950,0,-150,-2.00,38378,6850,5,0.00,000020,-140,-2.14,-1.86,20020724,6860,5,-0.71,-50,0,5,0.39,0,5,130,6870,-6.11
3253,23200,161,3.83,7060,0,-130,-1.87,39104,6820,2,0.00,000020,-130,-1.87,0.72,20020723,6820,2,1.58,110,0,5,0.42,0,5,50,7000,-36.82
3254,36721,256,3.83,7000,0,-300,-2.10,38825,6850,5,0.00,000020,-150,-4.20,-2.80,20020722,7000,5,-2.10,-150,0,5,0.66,0,5,200,6950,31.66
3255,27890,198,3.83,7190,0,-170,-0.14,39942,7030,5,0.00,000020,-10,-2.36,-0.69,20020719,7190,5,-0.14,-10,0,5,0.50,0,5,50,7150,80.92
3256,15416,112,3.83,7320,0,-100,-0.28,40221,7150,2,0.00,000020,-20,-1.38,-0.69,20020718,7230,5,0.97,70,0,5,0.28,0,5,50,7200,-34.51
3257,23540,171,3.83,7400,0,-90,2.07,40501,7160,2,0.00,000020,150,-1.24,0.00,20020716,7400,3,2.07,150,0,5,0.42,0,2,0,7250,-18.97
3258,29050,213,3.83,7510,0,-150,1.49,40501,7250,2,0.00,000020,110,-2.03,-2.03,20020715,7510,5,1.49,110,0,5,0.52,0,2,150,7250,54.60
3259,18790,138,3.92,7430,0,10,0.14,41339,7220,2,0.00,000020,10,0.14,2.64,20020712,7220,2,3.05,220,0,2,0.34,0,2,190,7400,-45.62
3260,34550,251,3.92,7390,0,-240,-2.82,40277,7200,5,0.00,000020,-210,-3.23,-3.09,20020711,7230,5,-0.67,-50,0,5,0.62,0,5,230,7210,22.08
3261,28300,209,3.92,7450,0,-180,-2.01,41562,7270,3,0.00,000020,-150,-2.42,-0.13,20020710,7300,5,0.00,0,0,5,0.51,0,5,10,7440,2.72
3262,27550,202,3.92,7480,0,-110,-1.50,41618,7200,2,0.00,000020,-110,-1.50,1.92,20020709,7200,2,2.33,170,0,5,0.49,0,5,140,7450,17.23
3263,23500,176,3.92,7550,0,-190,1.34,40836,7250,2,0.00,000020,100,-2.55,-1.75,20020708,7540,5,1.48,110,0,5,0.42,0,2,130,7310,-9.39
3264,25935,193,3.92,7500,0,-40,0.00,41562,7360,2,0.00,000020,0,-0.54,0.54,20020705,7400,2,1.35,100,0,5,0.46,0,3,40,7440,18.37
3265,21910,161,3.92,7400,0,-50,0.00,41339,7250,2,0.00,000020,0,-0.68,1.37,20020704,7300,2,1.37,100,0,5,0.39,0,3,100,7400,-25.37
3266,29360,212,3.92,7350,0,-30,0.56,40780,7130,2,0.00,000020,40,-0.42,1.96,20020703,7200,2,2.65,190,0,5,0.53,0,2,140,7300,-68.12
3267,92090,651,3.92,7250,0,-250,0.00,39998,7000,3,0.00,000020,0,-3.45,-1.24,20020702,7250,5,0.00,0,0,5,1.65,0,3,90,7160,111.97
3268,43444,310,3.92,7250,0,120,2.18,40501,7000,2,0.00,000020,150,1.74,5.38,20020628,7030,2,5.38,370,0,2,0.78,0,2,370,7250,92.02
3269,22625,156,3.92,7070,0,-10,2.19,38434,6850,2,0.00,000020,150,-0.15,0.29,20020627,7010,2,3.06,210,0,5,0.41,0,2,20,6880,-35.99
3270,35345,251,3.92,7360,0,-640,-2.13,38322,6860,5,0.00,000020,-160,-8.53,-8.53,20020626,7340,5,-1.87,-140,0,5,0.63,0,5,640,6860,76.36
3271,20041,153,3.96,7800,0,-220,0.00,41897,7500,2,0.00,000020,0,-2.85,-2.85,20020625,7720,5,1.04,80,0,5,0.36,0,3,220,7500,7.34
3272,18670,142,4.00,7790,0,-270,0.00,43126,7520,3,0.00,000020,0,-3.47,-0.90,20020624,7790,5,0.00,0,0,5,0.33,0,3,70,7720,41.87
3273,13160,102,4.00,7820,0,-140,-1.79,43517,7660,2,0.00,000020,-140,-1.79,-0.13,20020621,7660,5,0.26,20,0,5,0.24,0,5,10,7790,-1.64
3274,13380,104,4.00,7950,0,-170,0.00,43573,7780,3,0.00,000020,0,-2.14,-1.89,20020620,7950,5,0.00,0,0,5,0.24,0,3,150,7800,-54.38
3275,29330,232,4.00,8150,0,-370,0.25,44411,7710,2,0.00,000020,20,-4.58,-1.61,20020619,8100,5,0.87,70,0,5,0.53,0,2,130,7950,69.05
3276,17350,141,4.00,8240,0,10,0.99,45137,8080,2,0.00,000020,80,0.12,0.12,20020618,8150,2,2.11,170,0,2,0.31,0,2,10,8080,-38.30
3277,28121,225,4.00,8200,0,-50,0.25,45081,7900,2,0.00,000020,20,-0.63,1.51,20020617,7970,2,3.14,250,0,5,0.50,0,2,120,8070,148.40
3278,11321,90,4.00,8050,0,-20,1.26,44411,7930,2,0.00,000020,100,-0.25,0.00,20020614,8050,3,1.26,100,0,5,0.20,0,2,0,7950,-32.75
3279,16834,133,4.00,7990,0,-50,0.00,44411,7900,2,0.00,000020,0,-0.63,0.00,20020612,7950,3,0.50,40,0,5,0.30,0,3,0,7950,102.09
3280,8330,66,4.02,8050,0,0,1.90,44411,7900,2,0.00,000020,150,0.00,0.63,20020611,8050,2,1.90,150,0,3,0.15,0,2,50,7950,-40.07
3281,13900,110,4.02,8000,0,-100,-1.26,44132,7850,2,0.00,000020,-100,-1.26,-0.63,20020610,7850,5,0.63,50,0,5,0.25,0,5,50,7900,9.97
3282,12640,100,4.02,7950,0,-240,-0.50,44411,7740,5,0.00,000020,-40,-3.01,-0.38,20020607,7940,5,-0.38,-30,0,5,0.23,0,5,30,7950,-5.46
3283,13370,106,4.02,8010,0,-90,0.63,44579,7870,2,0.00,000020,50,-1.13,0.25,20020605,8010,2,0.63,50,0,5,0.24,0,2,20,7980,-7.60
3284,14470,114,4.02,7960,0,-260,0.00,44467,7700,3,0.00,000020,0,-3.27,0.00,20020604,7960,3,0.00,0,0,5,0.26,0,3,0,7960,-28.58
3285,20260,158,4.02,7960,0,-440,-2.26,44467,7520,3,0.00,000020,-180,-5.53,0.00,20020603,7780,3,0.00,0,0,5,0.36,0,5,0,7960,4.06
3286,19470,154,4.02,8090,0,-110,0.13,44467,7850,2,0.00,000020,10,-1.38,0.00,20020531,7970,3,1.63,130,0,5,0.35,0,2,0,7960,-39.23
3287,32040,253,4.02,7990,0,-70,-0.25,44467,7800,2,0.00,000020,-20,-0.89,1.14,20020530,7850,2,1.52,120,0,5,0.57,0,5,90,7960,-19.50
3288,39800,313,4.02,8010,0,-210,0.00,43964,7800,3,0.00,000020,0,-2.62,-1.75,20020529,8010,5,0.00,0,0,5,0.71,0,3,140,7870,76.11
3289,22600,181,4.02,8100,0,-40,0.37,44746,7970,2,0.00,000020,30,-0.50,0.00,20020528,8040,3,1.12,90,0,5,0.40,0,2,0,8010,-10.95
3290,25380,205,4.11,8220,0,-190,0.00,44746,8010,2,0.00,000020,0,-2.32,-2.32,20020527,8200,5,0.24,20,0,5,0.45,0,3,190,8010,-7.69
3291,27495,229,4.11,8410,0,140,3.23,45808,8200,2,0.00,000020,260,1.74,1.74,20020524,8320,2,4.34,350,0,2,0.49,0,2,140,8200,-14.02
3292,31978,260,4.11,8220,0,-90,0.00,45026,8060,2,0.00,000020,0,-1.10,-1.10,20020523,8150,5,0.86,70,0,5,0.57,0,3,90,8060,67.34
3293,19110,155,4.11,8190,0,-70,-0.25,45528,8050,2,0.00,000020,-20,-0.86,0.37,20020522,8100,2,0.86,70,0,5,0.34,0,5,30,8150,-54.41
3294,41920,344,4.11,8370,0,-280,-0.36,45361,8120,5,0.00,000020,-30,-3.33,-3.33,20020521,8370,5,-0.36,-30,0,5,0.75,0,5,280,8120,39.04
3295,30150,254,4.11,8520,0,-80,0.24,46925,8400,2,0.00,000020,20,-0.94,-0.94,20020520,8500,5,0.47,40,0,5,0.54,0,2,80,8400,-1.28
3296,30540,260,4.11,8680,0,-180,-0.46,47372,8450,2,0.00,000020,-40,-2.09,-1.74,20020517,8590,5,0.58,50,0,5,0.55,0,5,150,8480,-11.60
3297,34546,298,4.11,8700,0,90,1.07,48210,8500,2,0.00,000020,90,1.07,2.62,20020516,8500,2,3.45,290,0,2,0.62,0,2,220,8630,-39.36
3298,56970,486,4.11,8700,0,10,1.08,46981,8370,2,0.00,000020,90,0.12,0.60,20020515,8450,2,4.07,340,0,2,1.02,0,2,50,8410,137.67
3299,23970,199,4.11,8360,0,10,0.36,46701,8260,2,0.00,000020,30,0.12,1.33,20020514,8280,2,1.33,110,0,2,0.43,0,2,110,8360,29.15
3300,18560,153,4.11,8340,0,-180,-2.17,46087,8110,2,0.00,000020,-180,-2.17,-0.48,20020513,8110,5,0.60,50,0,5,0.33,0,5,40,8250,19.20
3301,15570,130,4.11,8500,0,-160,0.84,46310,8210,2,0.00,000020,70,-1.91,-0.96,20020510,8440,5,1.55,130,0,5,0.28,0,2,80,8290,-68.46
3302,49370,419,4.11,8630,0,-10,0.96,46757,8300,2,0.00,000020,80,-0.12,0.72,20020509,8390,2,3.85,320,0,5,0.88,0,2,60,8370,27.14
3303,38830,321,4.11,8380,0,-200,-0.84,46422,8100,2,0.00,000020,-70,-2.41,0.12,20020508,8230,2,0.96,80,0,5,0.70,0,5,10,8310,-69.55
3304,127500,1068,4.11,8650,0,-130,-1.25,46366,7890,2,0.00,000020,-100,-1.62,3.49,20020507,7920,2,7.86,630,0,5,2.28,0,5,280,8300,1129.51
3305,10370,83,4.11,8140,0,-80,-0.62,44802,7970,2,0.00,000020,-50,-0.99,-0.37,20020506,8000,5,1.12,90,0,5,0.19,0,5,30,8020,-51.72
3306,21480,173,4.11,8200,0,-160,-1.60,44970,7990,2,0.00,000020,-130,-1.96,-1.23,20020503,8020,5,0.61,50,0,5,0.38,0,5,100,8050,4.44
3307,20567,167,4.11,8250,0,30,3.12,45528,8030,2,0.00,000020,250,0.38,1.88,20020502,8250,2,3.12,250,0,2,0.37,0,2,150,8150,-7.48
3308,22230,178,4.11,8110,0,-100,-1.25,44690,7900,2,0.00,000020,-100,-1.25,0.00,20020430,7900,3,1.38,110,0,5,0.40,0,5,0,8000,-22.08
3309,28530,230,4.11,8200,0,-320,-3.01,44690,7980,5,0.00,000020,-250,-3.86,-3.61,20020429,8050,5,-1.20,-100,0,5,0.51,0,5,300,8000,-28.76
3310,40050,330,4.11,8300,0,-150,-1.82,46366,8100,2,0.00,000020,-150,-1.82,0.61,20020426,8100,2,0.61,50,0,5,0.72,0,5,50,8300,-31.26
3311,58260,479,4.11,8500,0,-550,-1.51,46087,8080,5,0.00,000020,-130,-6.37,-4.40,20020425,8500,5,-1.51,-130,0,5,1.04,0,5,380,8250,52.39
3312,38230,332,4.11,8850,0,-90,-1.05,48210,8520,2,0.00,000020,-90,-1.05,0.23,20020424,8520,2,2.79,240,0,5,0.68,0,5,20,8630,-6.65
3313,40952,356,4.11,8820,0,-210,0.00,48098,8600,2,0.00,000020,0,-2.38,-2.27,20020423,8810,5,0.11,10,0,5,0.73,0,3,200,8610,-46.49
3314,76535,681,4.11,9050,0,-240,0.00,49215,8800,2,0.00,000020,0,-2.65,-2.54,20020422,9040,5,0.11,10,0,5,1.37,0,3,230,8810,44.46
3315,52980,485,4.11,9300,0,-210,0.00,50500,9040,2,0.00,000020,0,-2.27,-2.27,20020419,9250,5,0.54,50,0,5,0.95,0,3,210,9040,7.19
3316,49424,458,4.11,9350,0,-140,-0.64,51673,9210,3,0.00,000020,-60,-1.50,-1.07,20020418,9290,5,0.00,0,0,5,0.88,0,5,100,9250,-34.61
3317,75586,710,4.11,9460,0,10,0.11,52232,9300,2,0.00,000020,10,0.11,0.65,20020417,9300,2,1.83,170,0,2,1.35,0,2,60,9350,30.14
3318,58080,539,4.24,9370,0,-60,0.11,51897,9200,2,0.00,000020,10,-0.65,0.32,20020416,9270,2,1.19,110,0,5,1.04,0,2,30,9290,14.37
3319,50783,472,4.24,9360,0,20,1.20,51729,9220,2,0.00,000020,110,0.22,0.65,20020415,9310,2,1.74,160,0,2,0.91,0,2,60,9260,63.39
3320,31080,285,4.24,9200,0,-100,-0.11,51394,9010,2,0.00,000020,-10,-1.10,0.99,20020412,9100,2,0.99,90,0,5,0.56,0,5,90,9200,-49.94
3321,62090,567,4.24,9290,0,100,1.12,50891,9000,2,0.00,000020,100,1.12,2.36,20020411,9000,2,4.38,390,0,2,1.11,0,2,210,9110,-38.35
3322,100713,906,4.27,9260,0,-360,0.00,49718,8890,2,0.00,000020,0,-3.89,-3.78,20020410,9250,5,0.11,10,0,5,1.80,0,3,350,8900,12.49
3323,89530,834,4.54,9550,0,-180,0.21,51673,9250,2,0.00,000020,20,-1.91,-1.91,20020409,9450,5,1.27,120,0,5,1.60,0,2,180,9250,-7.38
3324,96660,918,5.05,9600,0,-80,-0.53,52679,9420,2,0.00,000020,-50,-0.84,-0.74,20020408,9450,5,1.05,100,0,5,1.73,0,5,70,9430,27.61
3325,75748,721,5.61,9650,0,-90,-0.10,53070,9470,2,0.00,000020,-10,-0.94,-0.63,20020404,9550,5,0.94,90,0,5,1.36,0,5,60,9500,-12.74
3326,86812,832,6.06,9680,0,-40,0.63,53405,9500,2,0.00,000020,60,-0.42,0.21,20020403,9600,2,1.47,140,0,5,1.55,0,2,20,9560,-11.26
3327,97828,928,6.06,9650,0,-260,-1.57,53293,9300,2,0.00,000020,-150,-2.72,-0.21,20020402,9410,5,0.94,90,0,5,1.75,0,5,20,9540,-28.83
3328,137460,1347,6.05,10100,0,-390,0.50,53405,9560,2,0.00,000020,50,-3.92,-3.92,20020401,10000,5,1.51,150,0,5,2.46,0,2,390,9560,25.27
3329,109730,1115,6.05,10500,0,-440,0.48,55584,9910,2,0.00,000020,50,-4.25,-3.86,20020329,10400,5,1.45,150,0,5,1.96,0,2,400,9950,-51.00
3330,223960,2341,6.05,10850,0,-600,-1.83,57818,10300,5,0.00,000020,-200,-5.50,-5.05,20020328,10700,5,-0.46,-50,0,5,4.01,0,5,550,10350,8.87
3331,205720,2260,6.05,11300,0,-350,0.00,60891,10850,2,0.00,000020,0,-3.12,-2.68,20020327,11200,5,0.89,100,0,5,3.68,0,3,300,10900,-48.08
3332,396250,4385,6.05,11300,0,-100,0.00,62566,10600,2,0.00,000020,0,-0.93,4.67,20020326,10700,2,5.61,600,0,5,7.09,0,3,500,11200,163.14
3333,150584,1624,6.03,11050,0,-150,1.87,59773,10550,2,0.00,000020,200,-1.40,0.00,20020325,10900,3,3.27,350,0,5,2.70,0,2,0,10700,-7.58
3334,162940,1756,6.03,11000,0,-50,1.41,59773,10600,2,0.00,000020,150,-0.47,0.47,20020322,10800,2,3.29,350,0,5,2.92,0,2,50,10700,-55.62
3335,367183,3995,6.03,11150,0,100,1.44,59494,10550,2,0.00,000020,150,0.96,1.91,20020321,10600,2,6.70,700,0,2,6.57,0,2,200,10650,81.15
3336,202690,2134,6.03,10700,0,0,0.97,58377,10300,2,0.00,000020,100,0.00,1.46,20020320,10400,2,3.88,400,0,3,3.63,0,2,150,10450,26.52
3337,160200,1678,6.03,10700,0,-100,1.44,57539,10300,2,0.00,000020,150,-0.96,-0.96,20020319,10550,5,2.88,300,0,5,2.87,0,2,100,10300,-7.02
3338,172288,1782,6.03,10500,0,-50,1.46,58097,10250,2,0.00,000020,150,-0.49,0.97,20020318,10450,2,1.94,200,0,5,3.08,0,2,100,10400,-29.96
3339,246000,2505,6.03,10350,0,0,0.00,57539,9900,2,0.00,000020,0,0.00,4.04,20020315,9900,2,4.55,450,0,3,4.40,0,3,400,10300,96.97
3340,124890,1244,6.03,10150,0,-100,0.50,55304,9850,2,0.00,000020,50,-1.01,-0.50,20020314,10000,5,2.01,200,0,5,2.24,0,2,50,9900,-49.73
3341,248460,2477,6.05,10150,0,-80,-0.82,55584,9700,2,0.00,000020,-80,-0.82,1.74,20020313,9700,2,3.78,370,0,5,4.45,0,5,170,9950,173.72
3342,90770,887,7.07,9860,0,-50,-0.52,54634,9650,2,0.00,000020,-50,-0.52,0.82,20020312,9650,2,1.65,160,0,5,1.62,0,5,80,9780,-20.59
3343,114304,1105,7.42,9800,0,-150,0.00,54187,9600,2,0.00,000020,0,-1.54,-0.51,20020311,9750,5,0.51,50,0,5,2.05,0,3,50,9700,-23.46
3344,149330,1458,8.02,10000,0,-280,0.71,54466,9640,2,0.00,000020,70,-2.82,-1.71,20020308,9990,5,0.81,80,0,5,2.67,0,2,170,9750,70.00
3345,87840,884,8.68,10200,0,-90,2.00,55416,9910,2,0.00,000020,200,-0.90,-0.80,20020307,10200,5,2.00,200,0,5,1.57,0,2,80,9920,-32.15
3346,129462,1293,8.74,10150,0,-40,-0.40,55863,9910,2,0.00,000020,-40,-0.40,0.50,20020306,9910,2,2.01,200,0,5,2.32,0,5,50,10000,-32.77
3347,192570,1916,9.22,10200,0,-230,0.00,55584,9870,2,0.00,000020,0,-2.28,-1.49,20020305,10100,5,0.99,100,0,5,3.45,0,3,150,9950,39.34
3348,138200,1422,10.47,10500,0,-100,2.94,56422,10100,2,0.00,000020,300,-0.98,-0.98,20020304,10500,5,2.94,300,0,5,2.47,0,2,100,10100,-8.74
3349,151440,1559,12.01,10500,0,-300,0.48,56980,10100,2,0.00,000020,50,-2.88,-1.92,20020228,10450,5,0.96,100,0,5,2.71,0,2,200,10200,-25.75
3350,203959,2151,10.47,10800,0,0,0.96,58097,10400,2,0.00,000020,100,0.00,0.00,20020227,10500,3,3.85,400,0,3,3.65,0,2,0,10400,-4.47
3351,213512,2217,10.47,10700,0,-150,0.98,58097,10100,2,0.00,000020,100,-1.46,1.46,20020226,10350,2,4.39,450,0,5,3.82,0,2,150,10400,3.03
3352,207233,2139,10.47,10550,0,-100,3.45,57260,10050,2,0.00,000020,350,-0.99,0.99,20020225,10500,2,3.94,400,0,5,3.71,0,2,100,10250,-57.85
3353,491606,5100,10.47,10700,0,-80,-0.10,56701,9860,2,0.00,000020,-10,-0.80,2.11,20020222,9930,2,7.65,760,0,5,8.80,0,5,210,10150,321.35
3354,116675,1149,10.47,9970,0,0,0.00,55528,9650,2,0.00,000020,0,0.00,3.01,20020221,9650,2,3.32,320,0,3,2.09,0,3,290,9940,25.00
3355,93342,910,10.47,9880,0,-70,-0.72,53908,9610,2,0.00,000020,-70,-0.72,-0.31,20020220,9610,5,2.07,200,0,5,1.67,0,5,30,9650,0.71
3356,92680,897,10.47,9780,0,-100,0.72,54075,9610,2,0.00,000020,70,-1.03,-0.31,20020219,9780,5,0.72,70,0,5,1.66,0,2,30,9680,-49.63
3357,184000,1807,10.47,9990,0,160,2.41,54243,9710,2,0.00,000020,230,1.68,1.68,20020218,9780,2,4.61,440,0,2,3.29,0,2,160,9710,127.32
3358,80944,777,10.47,9740,0,-130,-0.21,53349,9540,2,0.00,000020,-20,-1.34,-1.24,20020215,9650,5,0.72,70,0,5,1.45,0,5,120,9550,-30.99
3359,117285,1128,10.47,9800,0,30,1.80,54019,9460,2,0.00,000020,170,0.32,2.55,20020214,9600,2,3.92,370,0,2,2.10,0,2,240,9670,22.03
3360,96110,904,10.50,9490,0,-130,0.85,52679,9280,2,0.00,000020,80,-1.38,0.21,20020208,9490,2,0.85,80,0,5,1.72,0,2,20,9430,-21.22
3361,122000,1179,10.27,9950,0,-490,0.51,52567,9410,2,0.00,000020,50,-4.95,-4.95,20020207,9950,5,0.51,50,0,5,2.18,0,2,490,9410,-37.91
3362,196497,1956,9.93,10150,0,0,0.00,55304,9810,2,0.00,000020,0,0.00,0.92,20020206,9810,2,3.47,340,0,3,3.52,0,3,90,9900,-29.92
3363,280398,2737,9.93,9920,0,-80,0.11,54802,9420,2,0.00,000020,10,-0.84,3.26,20020205,9510,2,4.42,420,0,5,5.02,0,2,310,9810,81.55
3364,154450,1468,9.51,9750,0,-200,0.00,53070,9400,2,0.00,000020,0,-2.08,-1.04,20020204,9600,5,1.56,150,0,5,2.76,0,3,100,9500,-59.73
3365,383571,3799,8.41,10200,0,-100,1.56,53628,9510,2,0.00,000020,150,-1.04,-0.10,20020201,9760,5,6.14,590,0,5,6.87,0,2,10,9600,2.21
3366,375281,3592,8.41,9740,0,340,4.64,53684,9400,2,0.00,000020,420,3.75,6.07,20020131,9480,2,7.51,680,0,2,6.72,0,2,550,9610,233.15
3367,112647,1036,8.41,9390,0,-420,-0.95,50612,9030,5,0.00,000020,-90,-4.44,-4.13,20020130,9360,5,-0.63,-60,0,5,2.02,0,5,390,9060,31.86
3368,85430,812,8.41,9650,0,-200,0.00,52790,9450,3,0.00,000020,0,-2.07,-2.07,20020129,9650,5,0.00,0,0,5,1.53,0,3,200,9450,-50.25
3369,171724,1629,8.41,9650,0,-50,2.02,53908,9360,2,0.00,000020,190,-0.53,2.55,20020128,9600,2,2.55,240,0,5,3.07,0,2,240,9650,-21.57
3370,218938,2064,8.41,9680,0,-30,1.08,52567,9200,2,0.00,000020,100,-0.33,1.95,20020125,9330,2,4.88,450,0,5,3.92,0,2,180,9410,40.64
3371,155671,1447,8.38,9470,0,-90,1.83,51561,9210,2,0.00,000020,170,-0.97,-0.75,20020124,9470,5,1.83,170,0,5,2.79,0,2,70,9230,-29.04
3372,219390,2043,8.38,9450,0,50,1.65,51953,9120,2,0.00,000020,150,0.55,2.54,20020123,9220,2,4.19,380,0,2,3.93,0,2,230,9300,125.45
3373,97310,885,8.38,9230,0,-70,1.21,50668,9010,2,0.00,000020,110,-0.77,-0.11,20020122,9190,5,1.65,150,0,5,1.74,0,2,10,9070,-47.72
3374,186120,1688,8.38,9200,0,0,0.56,50724,8900,2,0.00,000020,50,0.00,2.02,20020121,8950,2,3.37,300,0,3,3.33,0,2,180,9080,-2.72
3375,191318,1710,8.37,9100,0,0,0.68,49718,8800,2,0.00,000020,60,0.00,1.14,20020118,8860,2,3.41,300,0,3,3.42,0,2,100,8900,18.34
3376,161662,1428,9.17,9000,0,-290,0.00,49159,8670,2,0.00,000020,0,-3.24,-1.79,20020117,8960,5,0.45,40,0,5,2.89,0,3,160,8800,16.14
3377,139190,1260,9.16,9260,0,-220,0.00,50053,8960,2,0.00,000020,0,-2.40,-2.40,20020116,9180,5,0.87,80,0,5,2.49,0,3,220,8960,-42.01
3378,240020,2252,9.16,9710,0,-220,2.34,51282,9180,2,0.00,000020,220,-2.34,-2.34,20020115,9620,5,3.30,310,0,5,4.30,0,2,220,9180,-61.33
3379,620705,6087,9.33,10450,0,-430,0.52,52511,9230,2,0.00,000020,50,-4.45,-2.69,20020114,9710,5,8.18,790,0,5,11.11,0,2,260,9400,11.27
3380,557823,5298,11.95,9890,0,80,1.90,53964,9010,2,0.00,000020,170,0.90,8.17,20020111,9100,2,10.75,960,0,2,9.99,0,2,730,9660,624.90
3381,76952,692,12.85,9100,0,-70,1.11,49886,8930,2,0.00,000020,100,-0.78,-0.78,20020110,9100,5,1.11,100,0,5,1.38,0,2,70,8930,-4.99
3382,80993,729,12.85,9300,0,-200,0.66,50277,8950,2,0.00,000020,60,-2.19,-1.64,20020109,9210,5,1.64,150,0,5,1.45,0,2,150,9000,-5.37
3383,85592,787,12.85,9290,0,100,1.11,51115,9100,2,0.00,000020,100,1.11,1.67,20020108,9100,2,3.22,290,0,2,1.53,0,2,150,9150,16.80
3384,73280,663,12.85,9190,0,-90,-0.66,50277,8980,2,0.00,000020,-60,-0.99,-0.77,20020107,9010,5,1.32,120,0,5,1.31,0,5,70,9000,-7.68
3385,79380,723,12.88,9290,0,-140,-0.87,50668,9050,2,0.00,000020,-80,-1.52,-1.31,20020104,9110,5,1.09,100,0,5,1.42,0,5,120,9070,61.58
3386,49126,454,13.15,9500,0,-160,2.04,51338,9150,2,0.00,000020,190,-1.72,-1.29,20020103,9500,5,2.04,190,0,5,0.88,0,2,120,9190,-23.68
3387,64371,599,13.15,9500,0,-70,0.22,52008,9120,2,0.00,000020,20,-0.76,1.31,20020102,9210,2,3.37,310,0,5,1.15,0,2,120,9310,42.60
3388,45140,409,13.15,9200,0,-60,0.89,51338,8950,2,0.00,000020,80,-0.67,2.00,20011228,9090,2,2.11,190,0,5,0.81,0,2,180,9190,1.26
3389,44580,401,13.25,9090,0,-50,0.00,50333,8820,2,0.00,000020,0,-0.56,1.58,20011227,8870,2,2.48,220,0,5,0.80,0,3,140,9010,-3.32
3390,46110,410,13.25,8990,0,70,0.80,49550,8800,2,0.00,000020,70,0.80,1.60,20011226,8800,2,2.98,260,0,2,0.83,0,2,140,8870,75.26
3391,26310,231,13.25,8920,0,-270,-1.89,48768,8730,5,0.00,000020,-170,-3.00,-3.00,20011224,8830,5,-0.89,-80,0,5,0.47,0,5,270,8730,-77.71
3392,118030,1050,13.25,9190,0,30,0.82,50277,8560,2,0.00,000020,70,0.35,5.51,20011221,8600,2,7.74,660,0,2,2.11,0,2,470,9000,133.08
3393,50640,434,13.25,8750,0,-110,-0.71,47651,8350,2,0.00,000020,-60,-1.30,0.83,20011220,8400,2,3.43,290,0,5,0.91,0,5,70,8530,-5.79
3394,53750,460,13.25,8900,0,-280,2.18,47260,8430,2,0.00,000020,190,-3.21,-2.87,20011219,8900,5,2.18,190,0,5,0.96,0,2,250,8460,-31.35
3395,78300,691,13.25,8960,0,-230,-2.62,48657,8550,2,0.00,000020,-230,-2.62,-0.80,20011218,8550,5,2.05,180,0,5,1.40,0,5,70,8710,-14.37
3396,91440,820,12.86,9260,0,-370,0.55,49048,8780,2,0.00,000020,50,-4.04,-4.04,20011217,9200,5,1.20,110,0,5,1.64,0,2,370,8780,-23.58
3397,119660,1101,13.86,9370,0,-160,-1.19,51115,9050,2,0.00,000020,-110,-1.74,-0.65,20011214,9100,5,1.74,160,0,5,2.14,0,5,60,9150,-28.80
3398,168050,1553,13.86,9400,0,-250,-1.06,51450,9150,3,0.00,000020,-100,-2.66,-2.02,20011213,9300,5,0.00,0,0,5,3.01,0,5,190,9210,82.78
3399,91940,860,15.18,9550,0,-290,-0.53,52511,9160,2,0.00,000020,-50,-3.07,-0.53,20011212,9400,5,1.06,100,0,5,1.65,0,5,50,9400,-30.09
3400,131520,1263,15.18,9940,0,-530,-2.21,52790,9420,5,0.00,000020,-220,-5.33,-5.03,20011211,9730,5,-0.10,-10,0,5,2.35,0,5,500,9450,54.26
3401,85260,852,16.15,10500,0,-460,0.00,55584,9540,2,0.00,000020,0,-4.60,-0.50,20011210,10000,5,5.00,500,0,5,1.53,0,3,50,9950,-35.91
3402,133040,1349,16.15,10350,0,-20,0.60,55863,9900,2,0.00,000020,60,-0.20,0.81,20011207,9980,2,4.33,430,0,5,2.38,0,2,80,10000,-9.23
3403,146570,1484,15.75,10450,0,-340,0.00,55416,9910,2,0.00,000020,0,-3.32,-3.22,20011206,10250,5,1.95,200,0,5,2.62,0,3,330,9920,-10.12
3404,163080,1673,16.55,10500,0,30,0.30,57260,9950,2,0.00,000020,30,0.30,3.33,20011205,9950,2,5.85,580,0,2,2.92,0,2,330,10250,110.97
3405,77300,773,16.01,10300,0,-280,0.98,55416,9920,2,0.00,000020,100,-2.75,-2.75,20011204,10300,5,0.98,100,0,5,1.38,0,2,280,9920,-45.50
3406,141840,1428,15.96,10300,0,120,1.24,56980,9820,2,0.00,000020,120,1.24,5.15,20011203,9820,2,6.19,600,0,2,2.54,0,2,500,10200,-4.05
