,volume,value,sojinrate,high,covolume,l_change,o_diff,marketcap,low,h_sign,chdegree,shcode,o_change,l_diff,diff,date,open,sign,h_diff,h_change,ppvolume,l_sign,changerate,fpvolume,o_sign,change,close,diff_vol
27,1366497,12278,19.94,9060,-42987,-20,-0.11,6127082,8900,2,157.90,000030,-10,-0.22,1.57,20150723,8910,2,1.57,140,-244409,5,0.20,336326,5,140,9060,-29.29
28,1932437,17204,19.87,9000,-738044,-170,-0.44,6032403,8870,5,80.08,000030,-40,-1.88,-1.33,20150722,9000,5,-0.44,-40,379627,5,0.29,351762,5,120,8920,-2.12
29,1974366,17854,19.81,9190,-585365,20,0.22,6113556,8950,2,115.92,000030,20,0.22,1.23,20150721,8950,2,2.91,260,377525,2,0.29,192620,2,110,9040,-6.33
30,2107698,18754,19.77,8990,-516239,-130,0.00,6039166,8850,2,52.08,000030,0,-1.45,-0.56,20150720,8980,5,0.11,10,816012,5,0.31,-330011,3,50,8930,-47.97
31,4050717,36250,19.81,9170,-1504796,-290,0.33,6072980,8850,2,26.52,000030,30,-3.17,-1.75,20150717,9170,5,0.33,30,898642,5,0.60,541620,2,160,8980,55.30
32,2608329,23742,19.73,9150,-629077,80,1.23,6181184,9010,2,79.19,000030,110,0.90,2.35,20150716,9040,2,2.46,220,-302063,2,0.39,887949,2,210,9140,-69.56
33,8569393,77780,19.57,9500,-2702067,-570,-0.63,6039166,8880,2,31.41,000030,-60,-6.03,-5.50,20150715,9390,5,0.53,50,2790116,5,1.27,128681,5,520,8930,290.90
34,2192198,20769,19.55,9580,-871361,-10,0.85,6390831,9400,2,73.09,000030,80,-0.11,0.43,20150714,9490,2,1.81,170,579522,5,0.32,266898,2,40,9450,20.58
35,1818099,17017,19.51,9430,-784899,-30,0.21,6363779,9280,2,48.34,000030,20,-0.32,1.07,20150713,9330,2,1.29,120,615056,5,0.27,145568,2,100,9410,34.08
36,1355961,12639,19.49,9380,-589559,-60,0.43,6296152,9270,2,62.78,000030,40,-0.64,-0.21,20150710,9370,5,0.54,50,404291,5,0.20,183874,2,20,9310,-51.45
37,2793024,26017,19.47,9430,-841277,-200,-0.32,6309677,9260,5,35.83,000030,-30,-2.11,-1.37,20150709,9430,5,-0.32,-30,983952,5,0.41,-139408,5,130,9330,31.70
38,2120765,20168,19.49,9610,-235958,-110,0.32,6397593,9410,2,74.84,000030,30,-1.16,-0.63,20150708,9550,5,0.95,90,63095,5,0.31,63343,2,60,9460,36.24
39,1556612,14752,19.48,9520,-349580,-30,0.53,6438170,9420,2,110.21,000030,50,-0.32,0.74,20150707,9500,2,0.74,70,218431,5,0.23,138150,2,70,9520,-28.53
40,2178097,20734,19.46,9630,-323429,-300,-1.64,6390831,9430,5,26.55,000030,-160,-3.08,-2.88,20150706,9570,5,-1.03,-100,615687,5,0.32,-320406,5,280,9450,35.68
41,1605348,15491,19.58,9740,80058,-90,-0.10,6580189,9600,2,39.35,000030,-10,-0.93,0.41,20150703,9680,2,0.52,50,-95746,5,0.24,24904,5,40,9730,-32.80
42,2388915,23217,19.56,9820,-836487,-80,0.82,6553137,9660,2,35.79,000030,80,-0.82,-0.51,20150702,9820,5,0.82,80,585701,5,0.35,214275,2,50,9690,-11.95
43,2713221,26459,19.50,9850,-1382800,-100,-0.20,6586951,9700,2,28.13,000030,-20,-1.02,-0.61,20150701,9780,5,0.51,50,965336,5,0.40,415151,5,60,9740,19.36
44,2273188,22131,19.36,9860,-750935,-50,-0.41,6627528,9680,2,73.08,000030,-40,-0.51,0.72,20150630,9690,2,1.34,130,580233,5,0.34,133901,5,70,9800,-41.79
45,3905237,38068,19.34,9900,-750351,-470,-2.56,6580189,9680,5,35.13,000030,-260,-4.63,-4.14,20150629,9890,5,-2.46,-250,602580,5,0.58,179745,5,420,9730,56.43
46,2496519,25468,19.31,10400,22439,-150,0.49,6864225,10100,2,47.94,000030,50,-1.46,-0.98,20150626,10300,5,1.46,150,108241,5,0.37,-65254,2,100,10150,-3.27
47,2581036,26580,19.32,10400,595314,-150,-0.49,6931853,10100,2,120.61,000030,-50,-1.46,0.00,20150625,10200,3,1.46,150,-546464,5,0.38,-137130,5,0,10250,14.24
48,2259251,22849,19.34,10250,562456,-110,0.00,6931853,9940,2,183.07,000030,0,-1.09,1.99,20150624,10050,2,1.99,200,-453850,5,0.33,-103190,3,200,10250,-29.76
49,3216257,32147,19.36,10200,365241,60,1.14,6796598,9730,2,142.75,000030,110,0.62,3.93,20150623,9780,2,5.48,530,-523818,2,0.48,181102,2,380,10050,135.43
50,1366149,13201,19.32,9740,-306230,0,0.00,6539612,9540,2,64.26,000030,0,0.00,1.36,20150622,9540,2,2.10,200,93238,3,0.20,237446,3,130,9670,-22.46
51,1761973,16788,19.29,9640,-472145,-50,0.31,6451696,9500,2,45.13,000030,30,-0.52,-0.10,20150619,9580,5,0.94,90,484212,5,0.26,-25712,2,10,9540,-19.05
52,2176581,20915,19.29,9790,-383422,-170,0.21,6458458,9540,2,32.20,000030,20,-1.75,-1.65,20150618,9730,5,0.82,80,543862,5,0.32,-188888,2,160,9550,75.91
53,1237341,12000,19.32,9770,-42372,0,0.31,6566663,9630,2,109.05,000030,30,0.00,0.83,20150617,9660,2,1.45,140,86555,3,0.18,-39687,2,80,9710,-65.90
54,3628534,35124,19.33,9890,-691039,-290,0.00,6512561,9590,2,25.03,000030,0,-2.94,-2.53,20150616,9880,5,0.10,10,611173,5,0.54,-273809,3,250,9630,56.04
55,2325359,23148,19.37,10100,-794138,-180,0.00,6681630,9870,2,26.09,000030,0,-1.79,-1.69,20150615,10050,5,0.50,50,463871,5,0.34,248411,3,170,9880,-13.42
56,2685693,27055,19.33,10300,-691335,-100,0.99,6796598,10000,2,41.57,000030,100,-0.99,-0.50,20150612,10200,5,1.98,200,587051,5,0.40,103834,2,50,10050,-35.96
57,4193940,43228,19.31,10500,237184,-150,0.49,6830412,10100,2,92.52,000030,50,-1.46,-1.46,20150611,10300,5,2.44,250,191350,5,0.62,-433583,2,150,10100,36.69
58,3068123,31482,19.38,10400,195258,0,0.50,6931853,10100,2,111.94,000030,50,0.00,1.49,20150610,10150,2,2.97,300,37740,3,0.45,-240193,2,150,10250,247.72
59,882351,8898,19.41,10150,-117428,-50,0.50,6830412,10000,2,73.28,000030,50,-0.50,0.50,20150609,10100,2,1.00,100,58685,5,0.13,29047,2,50,10100,-46.26
60,1641756,16438,19.41,10150,169021,-130,-0.20,6796598,9840,2,92.73,000030,-20,-1.30,0.80,20150608,9950,2,1.81,180,-144834,5,0.24,-25735,5,80,10050,-21.79
61,2099048,20974,19.41,10150,101331,-250,-0.49,6742495,9900,3,37.82,000030,-50,-2.46,-1.77,20150605,10100,5,0.00,0,-3512,5,0.31,-102571,5,180,9970,-20.42
62,2637586,26912,19.42,10400,-355810,-300,0.48,6864225,10050,2,29.80,000030,50,-2.90,-1.93,20150604,10400,5,0.48,50,395547,5,0.39,-43872,2,200,10150,95.14
63,1351646,14064,19.43,10550,-242664,0,0.49,6999481,10300,2,80.08,000030,50,0.00,0.49,20150603,10350,2,2.43,250,-134469,3,0.20,310821,2,50,10350,-19.70
64,1683167,17445,19.38,10450,121273,-100,-0.48,6965667,10300,2,96.94,000030,-50,-0.96,-0.96,20150602,10350,5,0.48,50,-246897,5,0.25,152396,5,100,10300,12.15
65,1500851,15579,19.36,10500,-84194,-200,-0.48,7033295,10300,3,85.12,000030,-50,-1.90,-0.95,20150601,10450,5,0.00,0,151281,5,0.22,-96331,5,100,10400,-47.53
66,2860645,29912,19.37,10550,-171650,-100,0.00,7100923,10300,2,261.67,000030,0,-0.96,0.96,20150529,10400,2,1.44,150,-167545,5,0.42,347927,3,100,10500,85.74
67,1540113,16105,19.32,10550,-245419,-50,0.96,7033295,10350,2,56.50,000030,100,-0.48,0.00,20150528,10500,3,1.44,150,251673,5,0.23,-5676,2,0,10400,-23.69
68,2018244,21073,19.33,10600,-85127,-250,-0.47,7033295,10350,3,74.99,000030,-50,-2.36,-1.89,20150527,10550,5,0.00,0,304969,5,0.30,-224902,5,200,10400,50.10
69,1344567,14242,19.36,10700,11965,-200,-0.47,7168551,10450,2,97.26,000030,-50,-1.88,-0.47,20150526,10600,5,0.47,50,-20523,5,0.20,88702,5,50,10600,-27.17
70,1846266,19379,19.35,10650,220506,0,0.00,7202365,10300,2,189.54,000030,0,0.00,3.40,20150522,10300,2,3.40,350,-736936,3,0.27,509486,3,350,10650,-6.78
71,1980441,20427,19.26,10500,-130282,-250,-0.48,6965667,10250,3,54.16,000030,-50,-2.38,-1.90,20150521,10450,5,0.00,0,273362,5,0.29,-113988,5,200,10300,41.88
72,1395837,14682,19.29,10600,-365453,0,0.48,7100923,10450,2,60.02,000030,50,0.00,0.48,20150520,10500,2,1.44,150,194094,3,0.21,169053,2,50,10500,-1.81
73,1421588,14810,19.26,10550,-293670,-100,-0.48,7067109,10300,2,69.79,000030,-50,-0.96,0.48,20150519,10350,2,1.44,150,55353,5,0.21,214221,5,50,10450,-33.84
74,2148671,22520,19.23,10700,-794473,-300,0.00,7033295,10350,2,46.20,000030,0,-2.82,-2.35,20150518,10650,5,0.47,50,393622,5,0.32,423968,3,250,10400,17.38
75,1830498,19630,19.16,10950,-572306,-150,0.93,7202365,10600,2,31.30,000030,100,-1.40,-0.93,20150515,10850,5,1.86,200,522381,5,0.27,59370,2,100,10650,-28.76
76,2569533,27816,19.15,11050,-661752,-300,-0.45,7269992,10750,3,39.41,000030,-50,-2.71,-2.71,20150514,11000,5,0.00,0,609348,5,0.38,45028,5,300,10750,16.84
77,2199137,24237,19.14,11200,62220,-50,0.00,7472876,10900,2,118.40,000030,0,-0.46,0.91,20150513,10950,2,2.28,250,-269841,5,0.33,208528,3,100,11050,3.17
78,2131591,23209,19.10,11100,225053,-100,-0.93,7405248,10600,2,176.56,000030,-100,-0.93,2.34,20150512,10600,2,3.74,400,-602885,5,0.32,362858,5,250,10950,76.34
79,1208827,12975,19.04,10850,55187,0,1.41,7236179,10650,2,101.07,000030,150,0.00,0.47,20150511,10800,2,1.88,200,-129663,3,0.18,52835,2,50,10700,-9.89
80,1341516,14312,19.04,10850,-240620,-100,0.47,7202365,10600,2,49.36,000030,50,-0.93,-0.47,20150508,10750,5,1.40,150,136808,5,0.20,95491,2,50,10650,-61.40
81,3475669,37242,19.01,11100,-1003905,-450,0.45,7236179,10600,2,45.48,000030,50,-4.07,-3.17,20150507,11100,5,0.45,50,1083478,5,0.51,-102292,2,350,10700,13.76
82,3055299,33603,19.03,11200,68238,-300,-0.45,7472876,10900,3,76.75,000030,-50,-2.68,-1.34,20150506,11150,5,0.00,0,33442,5,0.45,-94061,5,150,11050,-23.87
83,4013501,44226,19.04,11200,1131239,-150,0.00,7574318,10600,2,242.33,000030,0,-1.40,4.19,20150504,10750,2,4.19,450,-723571,5,0.59,-388960,3,450,11200,2.92
84,3899532,41499,19.10,10800,-291418,-300,-0.93,7269992,10500,3,99.18,000030,-100,-2.78,-0.46,20150430,10700,5,0.00,0,-77305,5,0.58,450918,5,50,10750,-9.11
85,4290257,46642,19.04,11050,979513,-50,0.47,7303806,10650,2,138.11,000030,50,-0.47,0.93,20150429,10750,2,3.27,350,-919175,5,0.63,-91025,2,100,10800,-27.25
86,5897105,63892,19.05,11350,-1110872,-600,1.34,7236179,10600,2,38.88,000030,150,-5.36,-4.46,20150428,11350,5,1.34,150,1941550,5,0.87,-890586,2,500,10700,53.16
87,3850317,43530,19.18,11600,39760,-100,2.23,7574318,11100,2,103.58,000030,250,-0.89,0.00,20150427,11450,3,3.57,400,195017,5,0.57,-204107,2,0,11200,-67.87
88,11981703,136875,19.21,11850,1125064,100,1.36,7574318,11100,2,137.35,000030,150,0.91,1.82,20150424,11150,2,7.73,850,-689699,2,1.77,-409064,2,200,11200,22.79
89,9758137,106673,19.27,11250,1337917,50,0.96,7439062,10450,2,216.07,000030,100,0.48,5.77,20150423,10500,2,8.17,850,-1101649,2,1.44,-126967,2,600,11000,141.02
90,4048640,42412,19.29,10750,-165666,-450,-0.47,7033295,10250,2,39.24,000030,-50,-4.21,-2.80,20150422,10650,5,0.47,50,-248809,5,0.60,411133,5,300,10400,26.63
91,3197344,34301,19.23,10950,-16813,-200,0.46,7236179,10650,2,68.13,000030,50,-1.84,-1.38,20150421,10900,5,0.92,100,207217,5,0.47,-198017,2,150,10700,-39.75
92,5306906,56512,19.26,10900,1166487,-200,-1.90,7337620,10300,2,223.94,000030,-200,-1.90,3.33,20150420,10300,2,3.81,400,-1246965,5,0.78,126673,5,350,10850,20.22
93,4414368,46940,19.24,10800,45108,-200,0.93,7100923,10500,2,81.17,000030,100,-1.87,-1.87,20150417,10800,5,0.93,100,432532,5,0.65,-495751,2,200,10500,-50.63
94,8941028,94213,19.31,10800,595765,-200,-0.96,7236179,10200,2,142.65,000030,-100,-1.92,2.88,20150416,10300,2,3.85,400,-936556,5,1.32,375378,5,300,10700,-14.79
95,10492935,109946,19.25,10900,-61157,-650,0.46,7033295,10150,2,69.13,000030,50,-6.02,-3.70,20150415,10850,5,0.93,100,1060987,5,1.55,-1200879,2,400,10400,-42.87
96,18368018,191638,19.43,10850,1100464,0,0.32,7303806,9470,2,195.44,000030,30,0.00,14.04,20150414,9500,2,14.57,1380,-1646647,3,2.72,449456,2,1330,10800,643.19
97,2471513,23243,19.36,9470,190672,-20,0.53,6404356,9350,2,105.19,000030,50,-0.21,1.07,20150413,9420,2,1.07,100,-56465,5,0.37,-198731,2,100,9470,-17.66
98,3001736,28141,19.39,9440,-88987,10,0.43,6336728,9320,2,103.91,000030,40,0.11,0.64,20150410,9350,2,1.40,130,603094,2,0.44,-502956,2,60,9370,107.66
99,1445509,13484,19.46,9390,-305293,-40,0.43,6296152,9290,2,62.48,000030,40,-0.43,-0.21,20150409,9370,5,0.64,60,216173,5,0.21,84001,2,20,9310,-46.72
100,2713087,25271,19.45,9380,-649947,0,0.33,6309677,9200,2,79.71,000030,30,0.00,1.41,20150408,9230,2,1.96,180,-153633,3,0.40,708822,2,130,9330,121.75
101,1223505,11205,19.35,9220,-349396,-20,0.66,6221761,9120,2,65.79,000030,60,-0.22,0.66,20150407,9200,2,0.88,80,355757,5,0.18,3038,2,60,9200,-36.74
102,1934059,17765,19.35,9320,-723856,-170,0.22,6181184,9130,2,22.81,000030,20,-1.83,-1.72,20150406,9320,5,0.22,20,1028045,5,0.29,-333856,2,160,9140,119.69
103,880361,8170,19.39,9330,-51485,10,0.43,6289389,9220,2,97.53,000030,40,0.11,0.98,20150403,9250,2,1.30,120,161956,2,0.13,-57732,2,90,9300,-48.25
104,1701236,15698,19.40,9290,-410996,-70,0.00,6228524,9200,2,42.24,000030,0,-0.76,-0.65,20150402,9270,5,0.22,20,820807,5,0.25,-310361,3,60,9210,3.79
105,1639053,15224,19.45,9390,-325333,-150,0.00,6269100,9230,2,48.38,000030,0,-1.60,-1.17,20150401,9380,5,0.11,10,602661,5,0.24,-268645,3,110,9270,-27.10
106,2248349,21052,19.49,9430,292608,0,0.43,6343491,9310,2,64.14,000030,40,0.00,0.75,20150331,9350,2,1.29,120,11807,3,0.33,-336235,2,70,9380,0.61
107,2234752,20772,19.54,9460,95463,-170,0.00,6296152,9220,2,43.44,000030,0,-1.81,-0.85,20150330,9390,5,0.75,70,354313,5,0.33,-354178,3,80,9310,-6.68
108,2394633,22398,19.59,9410,225805,-30,0.43,6350254,9290,2,109.27,000030,40,-0.32,0.75,20150327,9360,2,0.97,90,-320537,5,0.35,33839,2,70,9390,-3.81
109,2489511,23124,19.59,9340,-420882,-30,0.00,6302914,9180,2,70.89,000030,0,-0.33,1.19,20150326,9210,2,1.41,130,1733,5,0.37,426963,3,110,9320,-42.36
110,4318770,40117,19.52,9480,-2147442,-240,-0.32,6228524,9200,2,32.47,000030,-30,-2.54,-2.44,20150325,9410,5,0.42,40,1949642,5,0.64,218152,5,230,9210,6.08
111,4071321,38357,19.49,9670,-1819970,-280,0.10,6384068,9330,2,42.97,000030,10,-2.91,-1.77,20150324,9620,5,0.62,60,1600762,5,0.60,258086,2,170,9440,47.03
112,2768987,26644,19.45,9760,-1054177,-170,-0.10,6499035,9590,3,37.57,000030,-10,-1.74,-1.54,20150323,9750,5,0.00,0,850993,5,0.41,403007,5,150,9610,-25.44
113,3713913,36167,19.39,9920,-1100665,-300,-0.70,6600477,9640,5,51.54,000030,-70,-3.02,-1.81,20150320,9870,5,-0.20,-20,715542,5,0.55,400585,5,180,9760,-9.68
114,4112165,40970,19.34,10250,-1048919,-190,1.49,6722207,9860,2,46.65,000030,150,-1.89,-1.09,20150319,10200,5,1.99,200,403036,5,0.61,610692,2,110,9940,69.48
115,2426394,24567,19.25,10250,412709,-100,0.00,6796598,10000,2,127.70,000030,0,-0.99,-0.50,20150318,10100,5,1.49,150,-454861,5,0.36,31200,3,50,10050,-49.83
116,4836100,48199,19.25,10100,700899,10,0.72,6830412,9710,2,215.41,000030,70,0.10,4.12,20150317,9770,2,4.12,400,-1158650,2,0.72,530418,2,400,10100,81.23
117,2668446,25769,19.17,9750,284118,-50,0.32,6559900,9420,2,169.59,000030,30,-0.53,2.43,20150316,9500,2,2.96,280,-444394,5,0.39,153765,2,230,9700,46.95
118,1815882,17184,19.15,9540,222999,-60,0.53,6404356,9390,2,72.23,000030,50,-0.63,0.21,20150313,9500,2,0.95,90,-218514,5,0.27,6787,2,20,9470,-64.61
119,5130747,48720,19.15,9630,1047299,0,0.44,6390831,9140,2,167.43,000030,40,0.00,3.39,20150312,9180,2,5.36,490,-976446,3,0.76,78590,2,310,9450,257.64
120,1434623,13133,19.14,9200,-422116,-110,-1.19,6181184,9120,5,89.66,000030,-110,-1.19,-0.98,20150311,9120,5,-0.33,-30,260751,5,0.21,157563,5,90,9140,-1.96
121,1463281,13530,19.11,9330,-411390,-80,0.00,6242049,9220,2,34.14,000030,0,-0.86,-0.75,20150310,9300,5,0.32,30,387635,5,0.22,26023,3,70,9230,25.92
122,1162064,10824,19.11,9390,-140045,-40,0.54,6289389,9270,2,54.85,000030,50,-0.43,-0.11,20150309,9360,5,0.86,80,294344,5,0.17,-101190,2,10,9300,-37.04
123,1845649,17199,19.12,9460,-753041,-130,0.32,6296152,9280,2,42.56,000030,30,-1.38,-1.06,20150306,9440,5,0.53,50,859563,5,0.27,-108110,2,100,9310,100.47
124,920640,8655,19.14,9460,24908,-90,0.00,6363779,9350,2,99.28,000030,0,-0.95,-0.32,20150305,9440,5,0.21,20,-15290,5,0.14,7477,3,30,9410,38.81
125,663250,6281,19.14,9530,-83949,-80,-0.11,6384068,9420,2,81.16,000030,-10,-0.84,-0.63,20150304,9490,5,0.32,30,50899,5,0.10,28050,5,60,9440,-64.31
126,1858136,17543,19.13,9540,337628,-40,0.11,6424645,9260,2,109.00,000030,10,-0.43,2.15,20150303,9310,2,2.58,240,-358253,5,0.27,-94202,2,200,9500,1.46
127,1831355,17091,19.14,9470,-616740,-190,-0.32,6289389,9290,5,35.46,000030,-30,-2.00,-1.90,20150302,9450,5,-0.11,-10,276802,5,0.27,384451,5,180,9300,16.59
128,1570805,14900,19.08,9600,-324687,-190,-0.52,6411119,9420,5,78.02,000030,-50,-1.98,-1.35,20150227,9560,5,-0.10,-10,372247,5,0.23,-27964,5,130,9480,-14.95
129,1846848,17634,19.08,9620,65920,-130,0.00,6499035,9480,2,111.33,000030,0,-1.35,0.00,20150226,9610,3,0.10,10,-33433,5,0.27,-51485,3,0,9610,33.97
130,1378530,13239,19.09,9650,304925,-20,0.10,6499035,9530,2,128.49,000030,10,-0.21,0.63,20150225,9560,2,1.05,100,-255822,5,0.20,-41216,2,60,9610,42.40
131,968039,9226,19.10,9600,-65133,-70,0.00,6458458,9480,2,75.62,000030,0,-0.73,0.00,20150224,9550,3,0.52,50,-102776,5,0.14,178080,3,0,9550,-30.98
132,1402461,13411,19.07,9640,-4256,0,0.74,6458458,9510,2,131.85,000030,70,0.00,0.42,20150223,9580,2,1.37,130,41856,3,0.21,-28180,2,40,9550,17.56
133,1193000,11285,19.08,9520,361204,-50,0.00,6431407,9310,2,200.82,000030,0,-0.53,1.60,20150217,9360,2,1.71,160,-449926,5,0.18,81837,3,150,9510,-1.13
134,1206684,11357,19.06,9460,286188,-30,0.00,6329966,9320,2,106.17,000030,0,-0.32,0.11,20150216,9350,2,1.18,110,-176600,5,0.18,-59382,3,10,9360,-37.80
135,1940137,18015,19.07,9380,443325,40,0.55,6323203,9140,2,170.22,000030,50,0.44,2.75,20150213,9150,2,3.08,280,-538045,2,0.29,92496,2,250,9350,47.07
136,1319227,12062,19.06,9210,435011,-100,0.00,6154133,9070,2,112.29,000030,0,-1.09,-0.76,20150212,9170,5,0.44,40,-18808,5,0.20,-336141,3,70,9100,-16.55
137,1580939,14479,19.11,9210,209025,-60,-0.22,6201473,9100,2,128.59,000030,-20,-0.66,0.11,20150211,9140,2,0.55,50,223735,5,0.23,-433062,5,10,9170,7.28
138,1473622,13435,19.18,9240,-69974,-120,0.65,6194710,9060,2,66.59,000030,60,-1.31,-0.22,20150210,9240,5,0.65,60,343088,5,0.22,-305267,2,20,9160,-13.62
139,1705990,15691,19.22,9270,71955,-20,0.44,6208235,9120,2,74.37,000030,40,-0.22,0.44,20150209,9180,2,1.42,130,-62992,5,0.25,9300,2,40,9180,-0.53
140,1715100,15645,19.22,9210,-387585,-70,0.22,6181184,9050,2,67.05,000030,20,-0.77,0.22,20150206,9140,2,0.99,90,339698,5,0.25,48325,2,20,9140,-43.17
141,3017892,27685,19.21,9440,-276572,-420,-0.74,6167659,9080,5,66.14,000030,-70,-4.42,-4.00,20150205,9430,5,-0.63,-60,676293,5,0.45,-351220,5,380,9120,-32.98
142,4502889,43068,19.26,9680,-117161,100,1.51,6424645,9400,2,154.08,000030,140,1.08,2.15,20150204,9440,2,4.09,380,-69,2,0.67,48184,2,200,9500,-8.07
143,4898231,45084,19.26,9390,152241,20,0.45,6289389,8900,2,152.63,000030,40,0.23,4.73,20150203,8920,2,5.74,510,-738289,2,0.72,566584,2,420,9300,273.04
144,1313059,11607,19.17,8890,-554295,-50,-0.11,6005352,8750,2,52.32,000030,-10,-0.57,0.91,20150202,8790,2,1.02,90,222177,5,0.19,327738,5,80,8880,-24.97
145,1750085,15415,19.13,8870,-540968,-70,0.34,5951250,8760,2,86.89,000030,30,-0.79,-0.34,20150130,8860,5,0.45,40,105678,5,0.26,435870,2,30,8800,-8.83
